2024-03-21 03:39:34,101 train batches in dataset: 100
2024-03-21 03:39:34,102 val batches in dataset: 13
2024-03-21 03:39:34,102 test batches in dataset: 13
2024-03-21 03:39:34,323 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:34,327 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,332 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,342 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,350 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,357 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,367 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,568 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,571 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,573 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,577 Number of trainable parameters: 51425
2024-03-21 03:39:34,578 Number of non-trainable parameters: 0
2024-03-21 03:39:53,979 Epoch 1/300, Train Loss: 105264139.302035, Val Loss: 543.518332  
	Train = MSE:105297032.000000 , RMSE:10261.434570 , MAE:1038.655396 , MAPD:5364.568182, R_squared:-1822708.630916  
	Validation = MSE:540.996155 , RMSE:23.259323 , MAE:22.032299 , MAPD:110.619555, R_squared:-8.734708

2024-03-21 03:40:12,027 Epoch 2/300, Train Loss: 561.396826, Val Loss: 537.338879  
	Train = MSE:561.401550 , RMSE:23.693914 , MAE:22.441799 , MAPD:110.046740, R_squared:-8.717957  
	Validation = MSE:534.826599 , RMSE:23.126318 , MAE:21.891840 , MAPD:109.828761, R_squared:-8.623692

2024-03-21 03:40:28,644 Epoch 3/300, Train Loss: 554.085180, Val Loss: 529.249887  
	Train = MSE:554.088989 , RMSE:23.539095 , MAE:22.278509 , MAPD:109.148144, R_squared:-8.591375  
	Validation = MSE:526.750610 , RMSE:22.951048 , MAE:21.706602 , MAPD:108.785876, R_squared:-8.478373

2024-03-21 03:40:44,335 Epoch 4/300, Train Loss: 545.018636, Val Loss: 519.584599  
	Train = MSE:545.021423 , RMSE:23.345694 , MAE:22.074207 , MAPD:108.021174, R_squared:-8.434413  
	Validation = MSE:517.101013 , RMSE:22.739855 , MAE:21.483181 , MAPD:107.527993, R_squared:-8.304737

2024-03-21 03:40:59,486 Epoch 5/300, Train Loss: 534.455255, Val Loss: 508.580956  
	Train = MSE:534.472717 , RMSE:23.118666 , MAE:21.833700 , MAPD:106.693465, R_squared:-8.251813  
	Validation = MSE:506.115479 , RMSE:22.497011 , MAE:21.225964 , MAPD:106.079845, R_squared:-8.107063

2024-03-21 03:41:16,423 Epoch 6/300, Train Loss: 522.648001, Val Loss: 496.407590  
	Train = MSE:522.633789 , RMSE:22.861185 , MAE:21.560616 , MAPD:105.184999, R_squared:-8.046879  
	Validation = MSE:493.962280 , RMSE:22.225262 , MAE:20.937725 , MAPD:104.457054, R_squared:-7.888378

2024-03-21 03:41:30,877 Epoch 7/300, Train Loss: 509.682357, Val Loss: 483.175018  
	Train = MSE:509.657227 , RMSE:22.575588 , MAE:21.257307 , MAPD:103.510518, R_squared:-7.822254  
	Validation = MSE:480.752106 , RMSE:21.926060 , MAE:20.619848 , MAPD:102.667388, R_squared:-7.650673

2024-03-21 03:41:46,133 Epoch 8/300, Train Loss: 495.654465, Val Loss: 469.018609  
	Train = MSE:495.664612 , RMSE:22.263527 , MAE:20.926279 , MAPD:101.690142, R_squared:-7.580039  
	Validation = MSE:466.619934 , RMSE:21.601387 , MAE:20.274269 , MAPD:100.721764, R_squared:-7.396379

2024-03-21 03:42:03,240 Epoch 9/300, Train Loss: 480.801014, Val Loss: 454.021616  
	Train = MSE:480.781525 , RMSE:21.926731 , MAE:20.565987 , MAPD:99.690989, R_squared:-7.322410  
	Validation = MSE:451.649109 , RMSE:21.252037 , MAE:19.901638 , MAPD:98.623834, R_squared:-7.126993

2024-03-21 03:42:17,553 Epoch 10/300, Train Loss: 465.101955, Val Loss: 438.331679  
	Train = MSE:465.112549 , RMSE:21.566467 , MAE:20.180935 , MAPD:97.563719, R_squared:-7.051177  
	Validation = MSE:435.987122 , RMSE:20.880304 , MAE:19.504183 , MAPD:96.386143, R_squared:-6.845170

2024-03-21 03:42:34,056 Epoch 11/300, Train Loss: 448.787717, Val Loss: 422.079658  
	Train = MSE:448.761261 , RMSE:21.183987 , MAE:19.772532 , MAPD:95.317469, R_squared:-6.768133  
	Validation = MSE:419.764618 , RMSE:20.488157 , MAE:19.083778 , MAPD:94.019255, R_squared:-6.553262

2024-03-21 03:42:53,013 Epoch 12/300, Train Loss: 431.838041, Val Loss: 405.294002  
	Train = MSE:431.835815 , RMSE:20.780659 , MAE:19.342154 , MAPD:92.954090, R_squared:-6.475151  
	Validation = MSE:403.010132 , RMSE:20.075111 , MAE:18.639641 , MAPD:91.518732, R_squared:-6.251782

2024-03-21 03:43:07,635 Epoch 13/300, Train Loss: 414.440999, Val Loss: 388.080416  
	Train = MSE:414.436768 , RMSE:20.357719 , MAE:18.886082 , MAPD:90.429653, R_squared:-6.173971  
	Validation = MSE:385.829285 , RMSE:19.642538 , MAE:18.172930 , MAPD:88.891132, R_squared:-5.942629

2024-03-21 03:43:24,133 Epoch 14/300, Train Loss: 396.662757, Val Loss: 370.618619  
	Train = MSE:396.664703 , RMSE:19.916443 , MAE:18.409166 , MAPD:87.797348, R_squared:-5.866333  
	Validation = MSE:368.401672 , RMSE:19.193792 , MAE:17.686935 , MAPD:86.154965, R_squared:-5.629035

2024-03-21 03:43:40,416 Epoch 15/300, Train Loss: 378.629288, Val Loss: 352.902452  
	Train = MSE:378.638672 , RMSE:19.458639 , MAE:17.912462 , MAPD:85.058993, R_squared:-5.554300  
	Validation = MSE:350.721100 , RMSE:18.727549 , MAE:17.179848 , MAPD:83.300033, R_squared:-5.310891

2024-03-21 03:43:55,665 Epoch 16/300, Train Loss: 360.446846, Val Loss: 335.096234  
	Train = MSE:360.452301 , RMSE:18.985582 , MAE:17.392996 , MAPD:82.167031, R_squared:-5.239491  
	Validation = MSE:332.951782 , RMSE:18.246967 , MAE:16.654665 , MAPD:80.343225, R_squared:-4.991149

2024-03-21 03:44:11,808 Epoch 17/300, Train Loss: 342.215015, Val Loss: 317.368621  
	Train = MSE:342.194244 , RMSE:18.498493 , MAE:16.864447 , MAPD:79.273275, R_squared:-4.923441  
	Validation = MSE:315.262115 , RMSE:17.755623 , MAE:16.114843 , MAPD:77.304004, R_squared:-4.672839

2024-03-21 03:44:28,320 Epoch 18/300, Train Loss: 323.973889, Val Loss: 299.689336  
	Train = MSE:323.981750 , RMSE:17.999493 , MAE:16.315052 , MAPD:76.237402, R_squared:-4.608179  
	Validation = MSE:297.621948 , RMSE:17.251722 , MAE:15.557892 , MAPD:74.168346, R_squared:-4.355422

2024-03-21 03:44:43,356 Epoch 19/300, Train Loss: 305.893574, Val Loss: 282.211967  
	Train = MSE:305.900055 , RMSE:17.489998 , MAE:15.751580 , MAPD:73.130830, R_squared:-4.295182  
	Validation = MSE:280.184692 , RMSE:16.738718 , MAE:14.987018 , MAPD:70.954304, R_squared:-4.041655

2024-03-21 03:44:58,845 Epoch 20/300, Train Loss: 288.032597, Val Loss: 265.055325  
	Train = MSE:288.046600 , RMSE:16.971935 , MAE:15.175376 , MAPD:69.951281, R_squared:-3.986136  
	Validation = MSE:263.068939 , RMSE:16.219400 , MAE:14.404686 , MAPD:67.675746, R_squared:-3.733673

2024-03-21 03:45:13,504 Epoch 21/300, Train Loss: 270.524414, Val Loss: 248.197034  
	Train = MSE:270.526947 , RMSE:16.447704 , MAE:14.586102 , MAPD:66.701420, R_squared:-3.682867  
	Validation = MSE:246.252502 , RMSE:15.692434 , MAE:13.808640 , MAPD:64.319982, R_squared:-3.431078

2024-03-21 03:45:33,786 Epoch 22/300, Train Loss: 253.427719, Val Loss: 231.879437  
	Train = MSE:253.410446 , RMSE:15.918871 , MAE:13.984108 , MAPD:63.374089, R_squared:-3.386578  
	Validation = MSE:229.977234 , RMSE:15.165000 , MAE:13.206182 , MAPD:60.928121, R_squared:-3.138220

2024-03-21 03:45:49,846 Epoch 23/300, Train Loss: 236.778913, Val Loss: 216.084341  
	Train = MSE:236.797729 , RMSE:15.388233 , MAE:13.380630 , MAPD:60.051487, R_squared:-3.099009  
	Validation = MSE:214.225006 , RMSE:14.636427 , MAE:12.595676 , MAPD:57.490938, R_squared:-2.854774

2024-03-21 03:46:04,938 Epoch 24/300, Train Loss: 220.755773, Val Loss: 200.914067  
	Train = MSE:220.752426 , RMSE:14.857739 , MAE:12.766748 , MAPD:56.667414, R_squared:-2.821262  
	Validation = MSE:199.097961 , RMSE:14.110208 , MAE:11.980151 , MAPD:54.025504, R_squared:-2.582577

2024-03-21 03:46:20,677 Epoch 25/300, Train Loss: 205.370188, Val Loss: 186.372242  
	Train = MSE:205.359100 , RMSE:14.330356 , MAE:12.147590 , MAPD:53.244914, R_squared:-2.554801  
	Validation = MSE:184.599762 , RMSE:13.586749 , MAE:11.359541 , MAPD:50.534854, R_squared:-2.321696

