2024-03-21 03:47:04,944 train batches in dataset: 3199
2024-03-21 03:47:04,944 val batches in dataset: 400
2024-03-21 03:47:04,944 test batches in dataset: 400
2024-03-21 03:47:04,959 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:47:04,964 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:47:04,968 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:47:04,974 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:47:04,980 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:47:04,986 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:47:04,990 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:47:04,991 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:47:04,992 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:47:04,992 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:47:04,992 Number of trainable parameters: 51425
2024-03-21 03:47:04,992 Number of non-trainable parameters: 0
2024-03-21 03:47:22,728 Epoch 1/300, Train Loss: 4.328578, Val Loss: 0.571889  
	Train = MSE:4.328578 , RMSE:2.080523 , MAE:1.347674 , MAPD:6.920489, R_squared:0.925072  
	Validation = MSE:0.571889 , RMSE:0.756234 , MAE:0.643210 , MAPD:3.625253, R_squared:0.989709

2024-03-21 03:47:41,769 Epoch 2/300, Train Loss: 1.241461, Val Loss: 0.202447  
	Train = MSE:1.241461 , RMSE:1.114209 , MAE:0.806859 , MAPD:4.114538, R_squared:0.978510  
	Validation = MSE:0.202447 , RMSE:0.449941 , MAE:0.299780 , MAPD:1.633753, R_squared:0.996357

2024-03-21 03:47:59,057 Epoch 3/300, Train Loss: 0.665272, Val Loss: 0.309090  
	Train = MSE:0.665272 , RMSE:0.815642 , MAE:0.576812 , MAPD:2.951187, R_squared:0.988484  
	Validation = MSE:0.309090 , RMSE:0.555959 , MAE:0.435382 , MAPD:2.344348, R_squared:0.994438

2024-03-21 03:48:19,255 Epoch 4/300, Train Loss: 0.669237, Val Loss: 0.524587  
	Train = MSE:0.669237 , RMSE:0.818069 , MAE:0.595107 , MAPD:3.008339, R_squared:0.988415  
	Validation = MSE:0.524587 , RMSE:0.724284 , MAE:0.610353 , MAPD:3.127559, R_squared:0.990561

2024-03-21 03:48:37,298 Epoch 5/300, Train Loss: 0.673564, Val Loss: 0.126434  
	Train = MSE:0.673564 , RMSE:0.820710 , MAE:0.577799 , MAPD:2.913446, R_squared:0.988340  
	Validation = MSE:0.126434 , RMSE:0.355576 , MAE:0.270598 , MAPD:1.509560, R_squared:0.997725

2024-03-21 03:48:53,370 Epoch 6/300, Train Loss: 0.598416, Val Loss: 0.224730  
	Train = MSE:0.598416 , RMSE:0.773573 , MAE:0.544656 , MAPD:2.749814, R_squared:0.989641  
	Validation = MSE:0.224730 , RMSE:0.474057 , MAE:0.404579 , MAPD:2.439154, R_squared:0.995956

2024-03-21 03:49:10,247 Epoch 7/300, Train Loss: 0.437195, Val Loss: 0.660861  
	Train = MSE:0.437195 , RMSE:0.661207 , MAE:0.479114 , MAPD:2.445012, R_squared:0.992432  
	Validation = MSE:0.660861 , RMSE:0.812933 , MAE:0.636080 , MAPD:2.954877, R_squared:0.988108

2024-03-21 03:49:27,298 Epoch 8/300, Train Loss: 0.581682, Val Loss: 0.681084  
	Train = MSE:0.581682 , RMSE:0.762681 , MAE:0.522383 , MAPD:2.651660, R_squared:0.989931  
	Validation = MSE:0.681084 , RMSE:0.825278 , MAE:0.628765 , MAPD:2.830723, R_squared:0.987745

2024-03-21 03:49:43,995 Epoch 9/300, Train Loss: 0.373351, Val Loss: 0.172102  
	Train = MSE:0.373351 , RMSE:0.611024 , MAE:0.444199 , MAPD:2.248708, R_squared:0.993537  
	Validation = MSE:0.172102 , RMSE:0.414851 , MAE:0.331429 , MAPD:1.987237, R_squared:0.996903

2024-03-21 03:50:00,974 Epoch 10/300, Train Loss: 0.450287, Val Loss: 0.277279  
	Train = MSE:0.450287 , RMSE:0.671034 , MAE:0.469588 , MAPD:2.394643, R_squared:0.992205  
	Validation = MSE:0.277279 , RMSE:0.526573 , MAE:0.443291 , MAPD:2.510560, R_squared:0.995011

2024-03-21 03:50:18,035 Epoch 11/300, Train Loss: 0.419781, Val Loss: 0.307975  
	Train = MSE:0.419781 , RMSE:0.647905 , MAE:0.443858 , MAPD:2.244680, R_squared:0.992734  
	Validation = MSE:0.307975 , RMSE:0.554955 , MAE:0.480579 , MAPD:2.777561, R_squared:0.994458

2024-03-21 03:50:37,268 Epoch 12/300, Train Loss: 0.374003, Val Loss: 0.164494  
	Train = MSE:0.374003 , RMSE:0.611558 , MAE:0.456559 , MAPD:2.344561, R_squared:0.993526  
	Validation = MSE:0.164494 , RMSE:0.405579 , MAE:0.318196 , MAPD:1.992743, R_squared:0.997040

2024-03-21 03:50:54,635 Epoch 13/300, Train Loss: 0.360830, Val Loss: 0.125475  
	Train = MSE:0.360830 , RMSE:0.600691 , MAE:0.426442 , MAPD:2.184868, R_squared:0.993754  
	Validation = MSE:0.125475 , RMSE:0.354224 , MAE:0.295660 , MAPD:1.719957, R_squared:0.997742

2024-03-21 03:51:13,711 Epoch 14/300, Train Loss: 0.391597, Val Loss: 0.142716  
	Train = MSE:0.391597 , RMSE:0.625777 , MAE:0.444718 , MAPD:2.313644, R_squared:0.993221  
	Validation = MSE:0.142716 , RMSE:0.377777 , MAE:0.280126 , MAPD:1.428270, R_squared:0.997432

2024-03-21 03:51:31,822 Epoch 15/300, Train Loss: 0.303343, Val Loss: 0.214538  
	Train = MSE:0.303343 , RMSE:0.550766 , MAE:0.398798 , MAPD:2.058926, R_squared:0.994749  
	Validation = MSE:0.214538 , RMSE:0.463182 , MAE:0.372345 , MAPD:2.009776, R_squared:0.996140

2024-03-21 03:51:50,520 Epoch 16/300, Train Loss: 0.302219, Val Loss: 0.515197  
	Train = MSE:0.302219 , RMSE:0.549744 , MAE:0.392266 , MAPD:2.006801, R_squared:0.994769  
	Validation = MSE:0.515197 , RMSE:0.717772 , MAE:0.591011 , MAPD:2.905301, R_squared:0.990730

2024-03-21 03:52:08,482 Epoch 17/300, Train Loss: 0.303776, Val Loss: 0.089371  
	Train = MSE:0.303776 , RMSE:0.551159 , MAE:0.395808 , MAPD:2.052825, R_squared:0.994742  
	Validation = MSE:0.089371 , RMSE:0.298950 , MAE:0.229613 , MAPD:1.249267, R_squared:0.998392

2024-03-21 03:52:25,678 Epoch 18/300, Train Loss: 0.266963, Val Loss: 0.133352  
	Train = MSE:0.266963 , RMSE:0.516685 , MAE:0.365718 , MAPD:1.906648, R_squared:0.995379  
	Validation = MSE:0.133352 , RMSE:0.365174 , MAE:0.311468 , MAPD:1.860219, R_squared:0.997600

2024-03-21 03:52:41,695 Epoch 19/300, Train Loss: 0.273793, Val Loss: 0.070882  
	Train = MSE:0.273793 , RMSE:0.523253 , MAE:0.382800 , MAPD:2.002560, R_squared:0.995261  
	Validation = MSE:0.070882 , RMSE:0.266236 , MAE:0.208557 , MAPD:1.213306, R_squared:0.998725

2024-03-21 03:52:58,302 Epoch 20/300, Train Loss: 0.285621, Val Loss: 0.222843  
	Train = MSE:0.285621 , RMSE:0.534435 , MAE:0.388607 , MAPD:2.039157, R_squared:0.995056  
	Validation = MSE:0.222843 , RMSE:0.472063 , MAE:0.325887 , MAPD:1.494992, R_squared:0.995990

2024-03-21 03:53:13,747 Epoch 21/300, Train Loss: 0.266228, Val Loss: 0.093630  
	Train = MSE:0.266228 , RMSE:0.515973 , MAE:0.379526 , MAPD:1.965009, R_squared:0.995392  
	Validation = MSE:0.093630 , RMSE:0.305990 , MAE:0.226788 , MAPD:1.246999, R_squared:0.998315

