2024-03-21 05:23:03,224 train batches in dataset: 13
2024-03-21 05:23:03,225 val batches in dataset: 2
2024-03-21 05:23:03,225 test batches in dataset: 2
2024-03-21 05:23:03,235 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 05:23:03,239 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 05:23:03,243 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 05:23:03,248 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 05:23:03,253 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 05:23:03,256 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 05:23:03,260 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 05:23:03,261 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 05:23:03,261 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 05:23:03,261 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 05:23:03,262 Number of trainable parameters: 51425
2024-03-21 05:23:03,262 Number of non-trainable parameters: 0
2024-03-21 05:23:05,131 Epoch 1/300, Train Loss: 395.575590, Val Loss: 294.048859  
	Train = MSE:398.381378 , RMSE:19.959494 , MAE:18.422129 , MAPD:88.026028, R_squared:-5.896049  
	Validation = MSE:291.226746 , RMSE:17.065367 , MAE:15.379220 , MAPD:73.265578, R_squared:-4.240346

2024-03-21 05:23:07,243 Epoch 2/300, Train Loss: 226.730513, Val Loss: 115.406879  
	Train = MSE:229.324646 , RMSE:15.143469 , MAE:13.054345 , MAPD:58.540872, R_squared:-2.969649  
	Validation = MSE:113.859825 , RMSE:10.670512 , MAE:8.164769 , MAPD:34.167199, R_squared:-1.048799

2024-03-21 05:23:08,004 Epoch 3/300, Train Loss: 68.061741, Val Loss: 57.927660  
	Train = MSE:68.419914 , RMSE:8.271633 , MAE:6.376918 , MAPD:30.312309, R_squared:-0.184360  
	Validation = MSE:58.213047 , RMSE:7.629747 , MAE:6.861106 , MAPD:43.070932, R_squared:-0.047488

2024-03-21 05:23:08,753 Epoch 4/300, Train Loss: 51.663262, Val Loss: 38.676294  
	Train = MSE:52.129604 , RMSE:7.220083 , MAE:6.385766 , MAPD:38.922145, R_squared:0.097628  
	Validation = MSE:38.578720 , RMSE:6.211177 , MAE:5.245739 , MAPD:29.740962, R_squared:0.305813

2024-03-21 05:23:09,492 Epoch 5/300, Train Loss: 37.781107, Val Loss: 32.799398  
	Train = MSE:38.061901 , RMSE:6.169433 , MAE:4.918674 , MAPD:25.682890, R_squared:0.341142  
	Validation = MSE:32.675049 , RMSE:5.716209 , MAE:4.669041 , MAPD:25.539690, R_squared:0.412044

2024-03-21 05:23:10,272 Epoch 6/300, Train Loss: 30.427882, Val Loss: 27.323557  
	Train = MSE:30.596403 , RMSE:5.531402 , MAE:4.671945 , MAPD:26.365884, R_squared:0.470371  
	Validation = MSE:27.425869 , RMSE:5.236971 , MAE:4.579076 , MAPD:27.516229, R_squared:0.506498

2024-03-21 05:23:11,023 Epoch 7/300, Train Loss: 24.102756, Val Loss: 20.321556  
	Train = MSE:24.247726 , RMSE:4.924198 , MAE:4.202690 , MAPD:24.213805, R_squared:0.580268  
	Validation = MSE:20.373829 , RMSE:4.513738 , MAE:3.819227 , MAPD:22.123231, R_squared:0.633392

2024-03-21 05:23:11,800 Epoch 8/300, Train Loss: 17.988891, Val Loss: 14.920835  
	Train = MSE:18.192430 , RMSE:4.265258 , MAE:3.577426 , MAPD:20.480825, R_squared:0.685086  
