2024-03-21 05:06:37,188 train batches in dataset: 25
2024-03-21 05:06:37,189 val batches in dataset: 4
2024-03-21 05:06:37,189 test batches in dataset: 4
2024-03-21 05:06:37,212 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 05:06:37,223 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 05:06:37,234 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 05:06:37,245 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 05:06:37,261 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 05:06:37,274 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 05:06:37,285 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 05:06:37,287 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 05:06:37,287 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 05:06:37,287 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 05:06:37,288 Number of trainable parameters: 51425
2024-03-21 05:06:37,288 Number of non-trainable parameters: 0
2024-03-21 05:06:41,079 Epoch 1/300, Train Loss: 125.496507, Val Loss: 38.041638  
	Train = MSE:125.526176 , RMSE:11.203847 , MAE:8.596597 , MAPD:43.668127, R_squared:-1.172879  
	Validation = MSE:37.290474 , RMSE:6.106593 , MAE:5.400820 , MAPD:35.089275, R_squared:0.328994

2024-03-21 05:06:45,011 Epoch 2/300, Train Loss: 17.071731, Val Loss: 4.961718  
	Train = MSE:17.074799 , RMSE:4.132166 , MAE:3.301008 , MAPD:19.534034, R_squared:0.704432  
	Validation = MSE:4.968059 , RMSE:2.228914 , MAE:1.811652 , MAPD:10.483393, R_squared:0.910605

2024-03-21 05:06:48,463 Epoch 3/300, Train Loss: 3.571936, Val Loss: 2.610029  
	Train = MSE:3.572277 , RMSE:1.890047 , MAE:1.506135 , MAPD:8.521177, R_squared:0.938163  
	Validation = MSE:2.521408 , RMSE:1.587894 , MAE:1.309908 , MAPD:7.302646, R_squared:0.954630

2024-03-21 05:06:50,842 Epoch 4/300, Train Loss: 2.104254, Val Loss: 1.700285  
	Train = MSE:2.104338 , RMSE:1.450634 , MAE:1.181315 , MAPD:6.850987, R_squared:0.963574  
	Validation = MSE:1.685749 , RMSE:1.298364 , MAE:1.058508 , MAPD:6.309806, R_squared:0.969667

2024-03-21 05:06:53,493 Epoch 5/300, Train Loss: 1.527102, Val Loss: 1.237948  
	Train = MSE:1.527145 , RMSE:1.235777 , MAE:1.018635 , MAPD:5.844590, R_squared:0.973565  
	Validation = MSE:1.229727 , RMSE:1.108930 , MAE:0.914790 , MAPD:5.337209, R_squared:0.977872

2024-03-21 05:06:57,124 Epoch 6/300, Train Loss: 1.187391, Val Loss: 0.968172  
	Train = MSE:1.187493 , RMSE:1.089721 , MAE:0.897317 , MAPD:5.105518, R_squared:0.979444  
	Validation = MSE:0.962835 , RMSE:0.981241 , MAE:0.806913 , MAPD:4.693539, R_squared:0.982675

2024-03-21 05:06:59,684 Epoch 7/300, Train Loss: 0.963798, Val Loss: 0.793910  
	Train = MSE:0.963839 , RMSE:0.981753 , MAE:0.801266 , MAPD:4.527317, R_squared:0.983316  
	Validation = MSE:0.824368 , RMSE:0.907947 , MAE:0.754507 , MAPD:4.206401, R_squared:0.985166

2024-03-21 05:07:02,527 Epoch 8/300, Train Loss: 0.801833, Val Loss: 0.615846  
	Train = MSE:0.801873 , RMSE:0.895474 , MAE:0.720183 , MAPD:3.998118, R_squared:0.986119  
	Validation = MSE:0.623948 , RMSE:0.789904 , MAE:0.648000 , MAPD:3.638926, R_squared:0.988773

2024-03-21 05:07:06,336 Epoch 9/300, Train Loss: 0.622695, Val Loss: 0.505067  
	Train = MSE:0.622698 , RMSE:0.789112 , MAE:0.629720 , MAPD:3.459733, R_squared:0.989221  
	Validation = MSE:0.491063 , RMSE:0.700759 , MAE:0.561613 , MAPD:3.085087, R_squared:0.991164

2024-03-21 05:07:10,366 Epoch 10/300, Train Loss: 0.516849, Val Loss: 0.401551  
	Train = MSE:0.516903 , RMSE:0.718960 , MAE:0.560248 , MAPD:3.026884, R_squared:0.991052  
	Validation = MSE:0.397485 , RMSE:0.630464 , MAE:0.501338 , MAPD:2.731860, R_squared:0.992848

2024-03-21 05:07:13,923 Epoch 11/300, Train Loss: 0.375363, Val Loss: 0.332064  
	Train = MSE:0.375352 , RMSE:0.612660 , MAE:0.470170 , MAPD:2.518043, R_squared:0.993503  
	Validation = MSE:0.318794 , RMSE:0.564619 , MAE:0.437758 , MAPD:2.415827, R_squared:0.994264

2024-03-21 05:07:17,648 Epoch 12/300, Train Loss: 0.307159, Val Loss: 0.342135  
	Train = MSE:0.307179 , RMSE:0.554237 , MAE:0.416624 , MAPD:2.237694, R_squared:0.994683  
	Validation = MSE:0.335774 , RMSE:0.579460 , MAE:0.444018 , MAPD:2.323300, R_squared:0.993958

