2024-03-21 03:39:34,108 train batches in dataset: 13
2024-03-21 03:39:34,108 val batches in dataset: 2
2024-03-21 03:39:34,109 test batches in dataset: 2
2024-03-21 03:39:34,131 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:34,172 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,245 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,315 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,320 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,323 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,329 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,334 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,335 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,336 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,344 Number of trainable parameters: 51425
2024-03-21 03:39:34,344 Number of non-trainable parameters: 0
2024-03-21 03:39:38,515 Epoch 1/300, Train Loss: 926467061.211787, Val Loss: 514.705490  
	Train = MSE:963826880.000000 , RMSE:31045.560547 , MAE:8698.139648 , MAPD:45928.407970, R_squared:-16684007.324055  
	Validation = MSE:510.948212 , RMSE:22.604164 , MAE:21.339502 , MAPD:106.719062, R_squared:-8.194023

2024-03-21 03:39:41,522 Epoch 2/300, Train Loss: 548.637841, Val Loss: 537.582489  
	Train = MSE:546.346130 , RMSE:23.374048 , MAE:22.103138 , MAPD:108.182907, R_squared:-8.457345  
	Validation = MSE:533.744324 , RMSE:23.102907 , MAE:21.867107 , MAPD:109.689515, R_squared:-8.604218

2024-03-21 03:39:43,766 Epoch 3/300, Train Loss: 562.426429, Val Loss: 544.170288  
	Train = MSE:560.629578 , RMSE:23.677618 , MAE:22.424238 , MAPD:109.949062, R_squared:-8.704593  
	Validation = MSE:540.309143 , RMSE:23.244551 , MAE:22.016705 , MAPD:110.531746, R_squared:-8.722346

2024-03-21 03:39:44,812 Epoch 4/300, Train Loss: 564.650733, Val Loss: 545.812134  
	Train = MSE:564.604187 , RMSE:23.761402 , MAE:22.512909 , MAPD:110.439507, R_squared:-8.773394  
	Validation = MSE:541.945312 , RMSE:23.279718 , MAE:22.053827 , MAPD:110.740765, R_squared:-8.751787

2024-03-21 03:39:45,871 Epoch 5/300, Train Loss: 563.699824, Val Loss: 545.937347  
	Train = MSE:565.436768 , RMSE:23.778913 , MAE:22.531475 , MAPD:110.542242, R_squared:-8.787806  
	Validation = MSE:542.070129 , RMSE:23.282400 , MAE:22.056660 , MAPD:110.756695, R_squared:-8.754032

2024-03-21 03:39:47,120 Epoch 6/300, Train Loss: 567.398658, Val Loss: 545.588043  
	Train = MSE:565.305237 , RMSE:23.776148 , MAE:22.528553 , MAPD:110.526142, R_squared:-8.785529  
	Validation = MSE:541.721985 , RMSE:23.274921 , MAE:22.048765 , MAPD:110.712258, R_squared:-8.747768

2024-03-21 03:39:48,347 Epoch 7/300, Train Loss: 564.033250, Val Loss: 545.071289  
