2024-03-21 03:39:33,750 train batches in dataset: 25
2024-03-21 03:39:33,750 val batches in dataset: 4
2024-03-21 03:39:33,750 test batches in dataset: 4
2024-03-21 03:39:33,764 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:33,782 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:33,801 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:33,814 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:33,823 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:33,854 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:33,854 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:33,867 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:33,870 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:33,897 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:33,902 Number of trainable parameters: 51425
2024-03-21 03:39:33,903 Number of non-trainable parameters: 0
2024-03-21 03:39:42,031 Epoch 1/300, Train Loss: 1453.063470, Val Loss: 68.762892  
	Train = MSE:1453.510742 , RMSE:38.124935 , MAE:17.691133 , MAPD:91.239610, R_squared:-24.160521  
	Validation = MSE:69.170227 , RMSE:8.316864 , MAE:7.800544 , MAPD:48.814373, R_squared:-0.244652

2024-03-21 03:39:47,049 Epoch 2/300, Train Loss: 20.400958, Val Loss: 6.487777  
	Train = MSE:20.404343 , RMSE:4.517117 , MAE:3.514941 , MAPD:18.331293, R_squared:0.646797  
	Validation = MSE:6.807222 , RMSE:2.609065 , MAE:2.216171 , MAPD:11.263997, R_squared:0.877511

2024-03-21 03:39:50,915 Epoch 3/300, Train Loss: 3.608493, Val Loss: 2.623690  
	Train = MSE:3.608927 , RMSE:1.899718 , MAE:1.523083 , MAPD:8.766166, R_squared:0.937529  
	Validation = MSE:2.797048 , RMSE:1.672438 , MAE:1.414423 , MAPD:7.635153, R_squared:0.949670

2024-03-21 03:39:57,641 Epoch 4/300, Train Loss: 2.014723, Val Loss: 1.587424  
	Train = MSE:2.014791 , RMSE:1.419433 , MAE:1.159673 , MAPD:6.639809, R_squared:0.965124  
	Validation = MSE:1.547037 , RMSE:1.243799 , MAE:1.003307 , MAPD:6.075742, R_squared:0.972163

2024-03-21 03:40:01,660 Epoch 5/300, Train Loss: 1.584543, Val Loss: 1.274752  
	Train = MSE:1.584538 , RMSE:1.258784 , MAE:1.027189 , MAPD:5.859900, R_squared:0.972571  
	Validation = MSE:1.317446 , RMSE:1.147801 , MAE:0.950262 , MAPD:5.490989, R_squared:0.976294

2024-03-21 03:40:05,659 Epoch 6/300, Train Loss: 1.312515, Val Loss: 1.059235  
	Train = MSE:1.312614 , RMSE:1.145694 , MAE:0.938560 , MAPD:5.361849, R_squared:0.977278  
	Validation = MSE:1.073412 , RMSE:1.036056 , MAE:0.857316 , MAPD:4.900545, R_squared:0.980685

2024-03-21 03:40:10,027 Epoch 7/300, Train Loss: 1.178647, Val Loss: 0.975201  
	Train = MSE:1.178687 , RMSE:1.085674 , MAE:0.883751 , MAPD:4.966221, R_squared:0.979597  
	Validation = MSE:1.003607 , RMSE:1.001802 , MAE:0.827036 , MAPD:4.587499, R_squared:0.981941

2024-03-21 03:40:14,077 Epoch 8/300, Train Loss: 1.087821, Val Loss: 0.868058  
	Train = MSE:1.087853 , RMSE:1.043002 , MAE:0.837682 , MAPD:4.591416, R_squared:0.981169  
	Validation = MSE:0.901801 , RMSE:0.949632 , MAE:0.782819 , MAPD:4.224100, R_squared:0.983773

2024-03-21 03:40:17,949 Epoch 9/300, Train Loss: 0.802084, Val Loss: 0.635832  
	Train = MSE:0.802084 , RMSE:0.895592 , MAE:0.723677 , MAPD:3.980288, R_squared:0.986116  
	Validation = MSE:0.634780 , RMSE:0.796731 , MAE:0.639396 , MAPD:3.618882, R_squared:0.988578

2024-03-21 03:40:21,533 Epoch 10/300, Train Loss: 0.666257, Val Loss: 0.528850  
	Train = MSE:0.666290 , RMSE:0.816266 , MAE:0.650889 , MAPD:3.572334, R_squared:0.988466  
	Validation = MSE:0.525162 , RMSE:0.724681 , MAE:0.581356 , MAPD:3.202124, R_squared:0.990550

