2024-03-21 06:14:19,175 train batches in dataset: 100
2024-03-21 06:14:19,175 val batches in dataset: 13
2024-03-21 06:14:19,175 test batches in dataset: 13
2024-03-21 06:14:19,187 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 06:14:19,191 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 06:14:19,197 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 06:14:19,204 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 06:14:19,208 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 06:14:19,215 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 06:14:19,218 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 06:14:19,219 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 06:14:19,219 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 06:14:19,220 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 06:14:19,220 Number of trainable parameters: 51425
2024-03-21 06:14:19,220 Number of non-trainable parameters: 0
2024-03-21 06:14:30,634 Epoch 1/300, Train Loss: 398.551264, Val Loss: 302.696412  
	Train = MSE:398.549774 , RMSE:19.963711 , MAE:18.436764 , MAPD:88.107340, R_squared:-5.898965  
	Validation = MSE:300.648041 , RMSE:17.339205 , MAE:15.680393 , MAPD:74.955475, R_squared:-4.409873

2024-03-21 06:14:41,642 Epoch 2/300, Train Loss: 228.857915, Val Loss: 123.183280  
	Train = MSE:228.887405 , RMSE:15.129025 , MAE:13.028406 , MAPD:58.430974, R_squared:-2.962080  
	Validation = MSE:121.755753 , RMSE:11.034299 , MAE:8.567938 , MAPD:36.110249, R_squared:-1.190878

2024-03-21 06:14:51,907 Epoch 3/300, Train Loss: 70.485693, Val Loss: 42.361719  
	Train = MSE:70.491302 , RMSE:8.395910 , MAE:6.249948 , MAPD:27.823907, R_squared:-0.220216  
	Validation = MSE:41.719208 , RMSE:6.459041 , MAE:5.262598 , MAPD:28.639321, R_squared:0.249303

2024-03-21 06:15:04,498 Epoch 4/300, Train Loss: 39.342947, Val Loss: 35.701539  
	Train = MSE:39.344963 , RMSE:6.272556 , MAE:5.201026 , MAPD:28.305082, R_squared:0.318932  
	Validation = MSE:35.256874 , RMSE:5.937750 , MAE:5.053652 , MAPD:28.820243, R_squared:0.365586

