2024-03-21 03:39:34,324 train batches in dataset: 100
2024-03-21 03:39:34,324 val batches in dataset: 13
2024-03-21 03:39:34,324 test batches in dataset: 13
2024-03-21 03:39:34,337 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:34,355 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,360 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,363 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,377 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,565 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,571 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,573 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,575 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,577 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,581 Number of trainable parameters: 51425
2024-03-21 03:39:34,581 Number of non-trainable parameters: 0
2024-03-21 03:39:54,010 Epoch 1/300, Train Loss: 16.301415, Val Loss: 0.462368  
	Train = MSE:16.306181 , RMSE:4.038091 , MAE:2.269877 , MAPD:12.114578, R_squared:0.717737  
	Validation = MSE:0.468324 , RMSE:0.684342 , MAE:0.532068 , MAPD:3.025588, R_squared:0.991573

2024-03-21 03:40:12,155 Epoch 2/300, Train Loss: 0.449756, Val Loss: 0.217418  
	Train = MSE:0.449778 , RMSE:0.670655 , MAE:0.509665 , MAPD:2.684046, R_squared:0.992214  
	Validation = MSE:0.217351 , RMSE:0.466209 , MAE:0.347078 , MAPD:1.914221, R_squared:0.996089

2024-03-21 03:40:28,759 Epoch 3/300, Train Loss: 0.315040, Val Loss: 0.276198  
	Train = MSE:0.315092 , RMSE:0.561331 , MAE:0.428634 , MAPD:2.195071, R_squared:0.994546  
	Validation = MSE:0.270022 , RMSE:0.519636 , MAE:0.388011 , MAPD:1.869840, R_squared:0.995141

2024-03-21 03:40:44,412 Epoch 4/300, Train Loss: 0.924333, Val Loss: 0.119224  
	Train = MSE:0.924539 , RMSE:0.961529 , MAE:0.727357 , MAPD:3.632423, R_squared:0.983996  
	Validation = MSE:0.120152 , RMSE:0.346629 , MAE:0.255280 , MAPD:1.477186, R_squared:0.997838

2024-03-21 03:40:59,573 Epoch 5/300, Train Loss: 0.231707, Val Loss: 0.125165  
	Train = MSE:0.231753 , RMSE:0.481408 , MAE:0.366440 , MAPD:1.880893, R_squared:0.995988  
	Validation = MSE:0.125497 , RMSE:0.354255 , MAE:0.256888 , MAPD:1.410319, R_squared:0.997742

2024-03-21 03:41:16,519 Epoch 6/300, Train Loss: 0.294608, Val Loss: 0.557356  
	Train = MSE:0.294166 , RMSE:0.542370 , MAE:0.411187 , MAPD:2.109817, R_squared:0.994908  
	Validation = MSE:0.556620 , RMSE:0.746069 , MAE:0.700428 , MAPD:3.850013, R_squared:0.989984

2024-03-21 03:41:31,072 Epoch 7/300, Train Loss: 1.766615, Val Loss: 7.485660  
	Train = MSE:1.766474 , RMSE:1.329088 , MAE:1.054770 , MAPD:5.273842, R_squared:0.969422  
