2024-03-21 03:39:34,353 train batches in dataset: 100
2024-03-21 03:39:34,354 val batches in dataset: 13
2024-03-21 03:39:34,354 test batches in dataset: 13
2024-03-21 03:39:34,374 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:34,570 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,573 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,576 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,578 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,581 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,584 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,586 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,590 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,591 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,592 Number of trainable parameters: 51425
2024-03-21 03:39:34,592 Number of non-trainable parameters: 0
2024-03-21 03:39:46,439 Epoch 1/300, Train Loss: 332.149482, Val Loss: 1.853475  
	Train = MSE:332.252899 , RMSE:18.227806 , MAE:5.508202 , MAPD:28.762078, R_squared:-4.751354  
	Validation = MSE:1.830544 , RMSE:1.352976 , MAE:1.077250 , MAPD:6.438977, R_squared:0.967061

2024-03-21 03:39:57,811 Epoch 2/300, Train Loss: 1.564163, Val Loss: 1.787364  
	Train = MSE:1.564168 , RMSE:1.250667 , MAE:1.004779 , MAPD:5.575272, R_squared:0.972924  
	Validation = MSE:1.803558 , RMSE:1.342966 , MAE:1.102913 , MAPD:5.548092, R_squared:0.967547

2024-03-21 03:40:05,313 Epoch 3/300, Train Loss: 1.361061, Val Loss: 0.933701  
	Train = MSE:1.361228 , RMSE:1.166717 , MAE:0.924529 , MAPD:4.869502, R_squared:0.976437  
	Validation = MSE:0.938891 , RMSE:0.968964 , MAE:0.784325 , MAPD:4.000356, R_squared:0.983106

2024-03-21 03:40:13,622 Epoch 4/300, Train Loss: 0.928931, Val Loss: 0.702647  
	Train = MSE:0.929013 , RMSE:0.963853 , MAE:0.754435 , MAPD:3.925439, R_squared:0.983919  
	Validation = MSE:0.694526 , RMSE:0.833382 , MAE:0.635381 , MAPD:3.437997, R_squared:0.987503

2024-03-21 03:40:20,787 Epoch 5/300, Train Loss: 0.823311, Val Loss: 0.645876  
	Train = MSE:0.823412 , RMSE:0.907421 , MAE:0.697615 , MAPD:3.587977, R_squared:0.985747  
	Validation = MSE:0.644105 , RMSE:0.802561 , MAE:0.628965 , MAPD:3.243933, R_squared:0.988410

2024-03-21 03:40:30,321 Epoch 6/300, Train Loss: 0.653601, Val Loss: 3.353281  
	Train = MSE:0.653091 , RMSE:0.808140 , MAE:0.613237 , MAPD:3.188286, R_squared:0.988695  
	Validation = MSE:3.340195 , RMSE:1.827620 , MAE:1.593150 , MAPD:7.660962, R_squared:0.939896

2024-03-21 03:40:38,043 Epoch 7/300, Train Loss: 0.536474, Val Loss: 0.332293  
	Train = MSE:0.536366 , RMSE:0.732370 , MAE:0.554186 , MAPD:2.839972, R_squared:0.990715  
	Validation = MSE:0.329215 , RMSE:0.573772 , MAE:0.430667 , MAPD:2.273245, R_squared:0.994076

2024-03-21 03:40:46,227 Epoch 8/300, Train Loss: 0.596711, Val Loss: 0.270157  
	Train = MSE:0.596811 , RMSE:0.772536 , MAE:0.589515 , MAPD:3.001473, R_squared:0.989669  
	Validation = MSE:0.265088 , RMSE:0.514867 , MAE:0.384935 , MAPD:2.094520, R_squared:0.995230

2024-03-21 03:40:54,553 Epoch 9/300, Train Loss: 0.381313, Val Loss: 0.966143  
	Train = MSE:0.381338 , RMSE:0.617525 , MAE:0.475749 , MAPD:2.455555, R_squared:0.993399  
	Validation = MSE:0.963423 , RMSE:0.981541 , MAE:0.836745 , MAPD:4.263847, R_squared:0.982664

2024-03-21 03:41:01,255 Epoch 10/300, Train Loss: 0.348791, Val Loss: 0.243211  
	Train = MSE:0.348658 , RMSE:0.590473 , MAE:0.451032 , MAPD:2.341218, R_squared:0.993965  
	Validation = MSE:0.242419 , RMSE:0.492361 , MAE:0.369213 , MAPD:1.988272, R_squared:0.995638

2024-03-21 03:41:10,232 Epoch 11/300, Train Loss: 0.318615, Val Loss: 0.218812  
	Train = MSE:0.318583 , RMSE:0.564431 , MAE:0.426445 , MAPD:2.210870, R_squared:0.994485  
	Validation = MSE:0.217652 , RMSE:0.466532 , MAE:0.342344 , MAPD:1.918477, R_squared:0.996084

2024-03-21 03:41:19,216 Epoch 12/300, Train Loss: 0.529111, Val Loss: 1.088476  
