2024-03-21 03:39:34,335 train batches in dataset: 200
2024-03-21 03:39:34,335 val batches in dataset: 25
2024-03-21 03:39:34,335 test batches in dataset: 25
2024-03-21 03:39:34,360 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:34,380 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,570 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,572 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,575 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,577 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,579 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,584 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,586 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,588 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,590 Number of trainable parameters: 51425
2024-03-21 03:39:34,591 Number of non-trainable parameters: 0
2024-03-21 03:39:54,378 Epoch 1/300, Train Loss: 155.570724, Val Loss: 0.755124  
	Train = MSE:155.619232 , RMSE:12.474744 , MAE:3.119496 , MAPD:16.919019, R_squared:-1.693795  
	Validation = MSE:0.755124 , RMSE:0.868979 , MAE:0.675219 , MAPD:3.312507, R_squared:0.986412

2024-03-21 03:40:12,574 Epoch 2/300, Train Loss: 1.886840, Val Loss: 1.154755  
	Train = MSE:1.887308 , RMSE:1.373793 , MAE:1.032617 , MAPD:5.151049, R_squared:0.967330  
	Validation = MSE:1.154755 , RMSE:1.074595 , MAE:0.919771 , MAPD:4.591088, R_squared:0.979221

2024-03-21 03:40:29,373 Epoch 3/300, Train Loss: 0.365618, Val Loss: 0.188885  
	Train = MSE:0.365663 , RMSE:0.604701 , MAE:0.457393 , MAPD:2.383834, R_squared:0.993670  
	Validation = MSE:0.188885 , RMSE:0.434608 , MAE:0.317353 , MAPD:1.829891, R_squared:0.996601

2024-03-21 03:40:45,136 Epoch 4/300, Train Loss: 0.854498, Val Loss: 1.970448  
	Train = MSE:0.854613 , RMSE:0.924453 , MAE:0.679194 , MAPD:3.397243, R_squared:0.985207  
	Validation = MSE:1.970448 , RMSE:1.403726 , MAE:1.163413 , MAPD:5.350920, R_squared:0.964544

2024-03-21 03:41:00,384 Epoch 5/300, Train Loss: 0.468983, Val Loss: 0.579265  
	Train = MSE:0.469076 , RMSE:0.684891 , MAE:0.519138 , MAPD:2.617261, R_squared:0.991880  
	Validation = MSE:0.579265 , RMSE:0.761094 , MAE:0.553237 , MAPD:2.596294, R_squared:0.989577

2024-03-21 03:41:17,559 Epoch 6/300, Train Loss: 0.826569, Val Loss: 0.852503  
	Train = MSE:0.825974 , RMSE:0.908831 , MAE:0.669960 , MAPD:3.355155, R_squared:0.985702  
	Validation = MSE:0.852503 , RMSE:0.923311 , MAE:0.796150 , MAPD:4.328494, R_squared:0.984660

2024-03-21 03:41:32,451 Epoch 7/300, Train Loss: 0.840126, Val Loss: 0.237022  
	Train = MSE:0.840115 , RMSE:0.916578 , MAE:0.686527 , MAPD:3.435082, R_squared:0.985457  
	Validation = MSE:0.237022 , RMSE:0.486849 , MAE:0.412839 , MAPD:2.330600, R_squared:0.995735

2024-03-21 03:41:48,613 Epoch 8/300, Train Loss: 0.873284, Val Loss: 1.188821  
	Train = MSE:0.873505 , RMSE:0.934615 , MAE:0.702907 , MAPD:3.481082, R_squared:0.984879  
	Validation = MSE:1.188821 , RMSE:1.090331 , MAE:0.992061 , MAPD:5.192368, R_squared:0.978608

2024-03-21 03:42:05,073 Epoch 9/300, Train Loss: 1.740655, Val Loss: 1.648292  
	Train = MSE:1.740800 , RMSE:1.319394 , MAE:0.988685 , MAPD:4.915974, R_squared:0.969866  
	Validation = MSE:1.648292 , RMSE:1.283858 , MAE:1.079029 , MAPD:5.117359, R_squared:0.970341

2024-03-21 03:42:19,628 Epoch 10/300, Train Loss: 2.413005, Val Loss: 2.042148  
	Train = MSE:2.413351 , RMSE:1.553496 , MAE:1.051327 , MAPD:5.239403, R_squared:0.958224  
	Validation = MSE:2.042148 , RMSE:1.429037 , MAE:1.257958 , MAPD:6.535322, R_squared:0.963254

2024-03-21 03:42:38,241 Epoch 11/300, Train Loss: 0.548343, Val Loss: 1.345909  
	Train = MSE:0.548417 , RMSE:0.740552 , MAE:0.559642 , MAPD:2.820533, R_squared:0.990507  
	Validation = MSE:1.345909 , RMSE:1.160133 , MAE:1.040556 , MAPD:5.491178, R_squared:0.975782

2024-03-21 03:42:56,234 Epoch 12/300, Train Loss: 0.967249, Val Loss: 0.395486  
	Train = MSE:0.967350 , RMSE:0.983539 , MAE:0.760991 , MAPD:3.791939, R_squared:0.983255  
	Validation = MSE:0.395486 , RMSE:0.628876 , MAE:0.473111 , MAPD:2.396986, R_squared:0.992884

2024-03-21 03:43:11,411 Epoch 13/300, Train Loss: 0.642933, Val Loss: 0.676012  
	Train = MSE:0.642975 , RMSE:0.801857 , MAE:0.620663 , MAPD:3.100045, R_squared:0.988870  
	Validation = MSE:0.676012 , RMSE:0.822200 , MAE:0.657661 , MAPD:3.260235, R_squared:0.987836

2024-03-21 03:43:27,734 Epoch 14/300, Train Loss: 69.119396, Val Loss: 57.385487  
	Train = MSE:69.119850 , RMSE:8.313835 , MAE:6.087451 , MAPD:31.668010, R_squared:-0.196476  
	Validation = MSE:57.385487 , RMSE:7.575321 , MAE:5.780542 , MAPD:29.273987, R_squared:-0.032597

2024-03-21 03:43:44,527 Epoch 15/300, Train Loss: 61.794278, Val Loss: 57.084625  
	Train = MSE:61.803787 , RMSE:7.861538 , MAE:6.364048 , MAPD:33.816858, R_squared:-0.069834  
	Validation = MSE:57.084629 , RMSE:7.555437 , MAE:5.793380 , MAPD:29.524196, R_squared:-0.027183

2024-03-21 03:44:01,222 Epoch 16/300, Train Loss: 59.150842, Val Loss: 55.759364  
	Train = MSE:59.145870 , RMSE:7.690635 , MAE:6.245714 , MAPD:33.306767, R_squared:-0.023825  
	Validation = MSE:55.759365 , RMSE:7.467219 , MAE:6.135111 , MAPD:33.901561, R_squared:-0.003336

2024-03-21 03:44:17,113 Epoch 17/300, Train Loss: 59.698710, Val Loss: 57.777903  
	Train = MSE:59.696320 , RMSE:7.726339 , MAE:6.273041 , MAPD:33.370698, R_squared:-0.033353  
	Validation = MSE:57.777901 , RMSE:7.601178 , MAE:6.492300 , MAPD:37.371370, R_squared:-0.039658

2024-03-21 03:44:33,155 Epoch 18/300, Train Loss: 58.860705, Val Loss: 56.876075  
	Train = MSE:58.854992 , RMSE:7.671701 , MAE:6.254178 , MAPD:33.587139, R_squared:-0.018790  
	Validation = MSE:56.876076 , RMSE:7.541623 , MAE:5.804117 , MAPD:29.718271, R_squared:-0.023431

2024-03-21 03:44:49,802 Epoch 19/300, Train Loss: 59.397592, Val Loss: 56.895878  
	Train = MSE:59.397171 , RMSE:7.706956 , MAE:6.247972 , MAPD:33.306304, R_squared:-0.028175  
	Validation = MSE:56.895878 , RMSE:7.542936 , MAE:6.372434 , MAPD:36.238784, R_squared:-0.023787

2024-03-21 03:45:03,939 Epoch 20/300, Train Loss: 58.885006, Val Loss: 59.122188  
	Train = MSE:58.885193 , RMSE:7.673669 , MAE:6.243107 , MAPD:33.291118, R_squared:-0.019313  
	Validation = MSE:59.122189 , RMSE:7.689095 , MAE:6.641935 , MAPD:38.752552, R_squared:-0.063847

2024-03-21 03:45:21,572 Epoch 21/300, Train Loss: 58.439370, Val Loss: 55.630655  
	Train = MSE:58.440952 , RMSE:7.644668 , MAE:6.216032 , MAPD:33.314876, R_squared:-0.011623  
	Validation = MSE:55.630653 , RMSE:7.458596 , MAE:5.968975 , MAPD:31.994110, R_squared:-0.001020

2024-03-21 03:45:41,831 Epoch 22/300, Train Loss: 58.521914, Val Loss: 56.214081  
	Train = MSE:58.520035 , RMSE:7.649839 , MAE:6.225023 , MAPD:33.278266, R_squared:-0.012992  
	Validation = MSE:56.214077 , RMSE:7.497605 , MAE:6.252611 , MAPD:35.081162, R_squared:-0.011519

2024-03-21 03:45:56,738 Epoch 23/300, Train Loss: 58.087674, Val Loss: 55.796807  
	Train = MSE:58.092918 , RMSE:7.621871 , MAE:6.245900 , MAPD:33.617983, R_squared:-0.005598  
	Validation = MSE:55.796806 , RMSE:7.469726 , MAE:6.147763 , MAPD:34.031390, R_squared:-0.004010

2024-03-21 03:46:13,373 Epoch 24/300, Train Loss: 58.106428, Val Loss: 55.945465  
	Train = MSE:58.102612 , RMSE:7.622507 , MAE:6.205276 , MAPD:33.204785, R_squared:-0.005766  
	Validation = MSE:55.945465 , RMSE:7.479670 , MAE:6.190355 , MAPD:34.464810, R_squared:-0.006685

2024-03-21 03:46:28,394 Epoch 25/300, Train Loss: 58.221419, Val Loss: 55.613714  
	Train = MSE:58.221016 , RMSE:7.630270 , MAE:6.234841 , MAPD:33.464774, R_squared:-0.007816  
	Validation = MSE:55.613712 , RMSE:7.457460 , MAE:5.977457 , MAPD:32.098941, R_squared:-0.000716

2024-03-21 03:46:44,003 Epoch 26/300, Train Loss: 58.030095, Val Loss: 56.804921  
	Train = MSE:58.027664 , RMSE:7.617589 , MAE:6.207994 , MAPD:33.209139, R_squared:-0.004469  
	Validation = MSE:56.804920 , RMSE:7.536904 , MAE:6.358363 , MAPD:36.104202, R_squared:-0.022150

2024-03-21 03:47:03,856 Epoch 27/300, Train Loss: 58.210768, Val Loss: 55.648841  
	Train = MSE:58.213123 , RMSE:7.629753 , MAE:6.235642 , MAPD:33.447551, R_squared:-0.007679  
	Validation = MSE:55.648838 , RMSE:7.459815 , MAE:6.089079 , MAPD:33.419308, R_squared:-0.001348

2024-03-21 03:47:20,357 Epoch 28/300, Train Loss: 57.975897, Val Loss: 55.583871  
	Train = MSE:57.977436 , RMSE:7.614292 , MAE:6.227759 , MAPD:33.436327, R_squared:-0.003599  
	Validation = MSE:55.583866 , RMSE:7.455459 , MAE:6.044652 , MAPD:32.916943, R_squared:-0.000179

2024-03-21 03:47:38,506 Epoch 29/300, Train Loss: 57.956006, Val Loss: 55.592012  
	Train = MSE:57.962597 , RMSE:7.613317 , MAE:6.228938 , MAPD:33.432571, R_squared:-0.003342  
	Validation = MSE:55.592010 , RMSE:7.456005 , MAE:5.991759 , MAPD:32.275265, R_squared:-0.000325

2024-03-21 03:47:56,865 Epoch 30/300, Train Loss: 58.119497, Val Loss: 55.579683  
	Train = MSE:58.113750 , RMSE:7.623238 , MAE:6.235764 , MAPD:33.486452, R_squared:-0.005959  
	Validation = MSE:55.579681 , RMSE:7.455178 , MAE:6.039039 , MAPD:32.850382, R_squared:-0.000103

2024-03-21 03:48:17,084 Epoch 31/300, Train Loss: 58.093669, Val Loss: 55.580473  
	Train = MSE:58.083260 , RMSE:7.621237 , MAE:6.219482 , MAPD:33.340861, R_squared:-0.005431  
	Validation = MSE:55.580467 , RMSE:7.455231 , MAE:6.040226 , MAPD:32.864446, R_squared:-0.000117

2024-03-21 03:48:38,288 Epoch 32/300, Train Loss: 57.890622, Val Loss: 55.794750  
	Train = MSE:57.886517 , RMSE:7.608319 , MAE:6.209169 , MAPD:33.303228, R_squared:-0.002025  
	Validation = MSE:55.794750 , RMSE:7.469588 , MAE:6.147097 , MAPD:34.024555, R_squared:-0.003973

2024-03-21 03:48:54,042 Epoch 33/300, Train Loss: 57.910707, Val Loss: 56.108577  
	Train = MSE:57.916019 , RMSE:7.610258 , MAE:6.222311 , MAPD:33.392453, R_squared:-0.002536  
	Validation = MSE:56.108574 , RMSE:7.490566 , MAE:6.229874 , MAPD:34.857219, R_squared:-0.009620

