2024-03-21 05:20:04,420 train batches in dataset: 50
2024-03-21 05:20:04,420 val batches in dataset: 7
2024-03-21 05:20:04,421 test batches in dataset: 7
2024-03-21 05:20:04,435 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 05:20:04,439 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 05:20:04,444 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 05:20:04,448 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 05:20:04,454 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 05:20:04,459 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 05:20:04,466 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 05:20:04,467 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 05:20:04,467 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 05:20:04,467 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 05:20:04,468 Number of trainable parameters: 51425
2024-03-21 05:20:04,468 Number of non-trainable parameters: 0
2024-03-21 05:20:11,177 Epoch 1/300, Train Loss: 187.703864, Val Loss: 43.585560  
	Train = MSE:187.751526 , RMSE:13.702246 , MAE:11.143548 , MAPD:54.389379, R_squared:-2.250011  
	Validation = MSE:42.324257 , RMSE:6.505710 , MAE:5.706915 , MAPD:34.024749, R_squared:0.238416

2024-03-21 05:20:17,983 Epoch 2/300, Train Loss: 28.959462, Val Loss: 16.521093  
	Train = MSE:28.961946 , RMSE:5.381630 , MAE:4.445380 , MAPD:24.744758, R_squared:0.498664  
	Validation = MSE:16.225376 , RMSE:4.028073 , MAE:3.470550 , MAPD:21.131759, R_squared:0.708040

2024-03-21 05:20:23,730 Epoch 3/300, Train Loss: 8.114098, Val Loss: 3.400943  
	Train = MSE:8.115717 , RMSE:2.848810 , MAE:2.266318 , MAPD:13.781948, R_squared:0.859516  
	Validation = MSE:3.350485 , RMSE:1.830433 , MAE:1.435297 , MAPD:9.035459, R_squared:0.939711

2024-03-21 05:20:29,355 Epoch 4/300, Train Loss: 2.598002, Val Loss: 2.082188  
	Train = MSE:2.598074 , RMSE:1.611854 , MAE:1.293471 , MAPD:7.534915, R_squared:0.955027  
	Validation = MSE:2.058091 , RMSE:1.434605 , MAE:1.157036 , MAPD:6.744368, R_squared:0.962967

2024-03-21 05:20:34,975 Epoch 5/300, Train Loss: 1.853446, Val Loss: 1.592701  
	Train = MSE:1.853553 , RMSE:1.361453 , MAE:1.112848 , MAPD:6.356274, R_squared:0.967915  
	Validation = MSE:1.567988 , RMSE:1.252193 , MAE:1.006158 , MAPD:5.904735, R_squared:0.971786

2024-03-21 05:20:40,390 Epoch 6/300, Train Loss: 1.452773, Val Loss: 1.231435  
	Train = MSE:1.452918 , RMSE:1.205370 , MAE:0.989937 , MAPD:5.601465, R_squared:0.974850  
	Validation = MSE:1.224240 , RMSE:1.106454 , MAE:0.898276 , MAPD:5.214200, R_squared:0.977971

2024-03-21 05:20:46,593 Epoch 7/300, Train Loss: 1.187148, Val Loss: 1.004861  
	Train = MSE:1.187212 , RMSE:1.089593 , MAE:0.896212 , MAPD:5.045138, R_squared:0.979449  
	Validation = MSE:1.009856 , RMSE:1.004916 , MAE:0.821984 , MAPD:4.618313, R_squared:0.981829

2024-03-21 05:20:53,441 Epoch 8/300, Train Loss: 0.982808, Val Loss: 0.809876  
	Train = MSE:0.982889 , RMSE:0.991408 , MAE:0.808625 , MAPD:4.492355, R_squared:0.982986  
	Validation = MSE:0.805707 , RMSE:0.897612 , MAE:0.730388 , MAPD:4.135340, R_squared:0.985502

2024-03-21 05:21:00,800 Epoch 9/300, Train Loss: 0.807451, Val Loss: 0.663151  
	Train = MSE:0.807496 , RMSE:0.898608 , MAE:0.729196 , MAPD:4.023724, R_squared:0.986022  
	Validation = MSE:0.665967 , RMSE:0.816068 , MAE:0.665485 , MAPD:3.660599, R_squared:0.988017

2024-03-21 05:21:06,302 Epoch 10/300, Train Loss: 0.661044, Val Loss: 0.524343  
	Train = MSE:0.661092 , RMSE:0.813076 , MAE:0.651772 , MAPD:3.571616, R_squared:0.988556  
	Validation = MSE:0.519178 , RMSE:0.720540 , MAE:0.582970 , MAPD:3.257152, R_squared:0.990658

2024-03-21 05:21:12,014 Epoch 11/300, Train Loss: 0.515484, Val Loss: 0.425561  
	Train = MSE:0.515477 , RMSE:0.717967 , MAE:0.565321 , MAPD:3.061711, R_squared:0.991077  
	Validation = MSE:0.429001 , RMSE:0.654981 , MAE:0.522346 , MAPD:2.829518, R_squared:0.992281

2024-03-21 05:21:19,391 Epoch 12/300, Train Loss: 0.402896, Val Loss: 0.343324  
	Train = MSE:0.402902 , RMSE:0.634745 , MAE:0.493977 , MAPD:2.670315, R_squared:0.993026  
	Validation = MSE:0.347333 , RMSE:0.589349 , MAE:0.463348 , MAPD:2.505018, R_squared:0.993750

2024-03-21 05:21:25,353 Epoch 13/300, Train Loss: 0.330198, Val Loss: 0.291262  
	Train = MSE:0.330217 , RMSE:0.574645 , MAE:0.440676 , MAPD:2.352606, R_squared:0.994284  
	Validation = MSE:0.295173 , RMSE:0.543298 , MAE:0.425336 , MAPD:2.376006, R_squared:0.994689

