2024-03-21 06:40:02,169 train batches in dataset: 400
2024-03-21 06:40:02,169 val batches in dataset: 50
2024-03-21 06:40:02,169 test batches in dataset: 50
2024-03-21 06:40:02,181 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 06:40:02,185 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 06:40:02,191 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 06:40:02,196 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 06:40:02,200 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 06:40:02,204 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 06:40:02,209 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 06:40:02,210 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 06:40:02,210 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 06:40:02,210 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 06:40:02,211 Number of trainable parameters: 51425
2024-03-21 06:40:02,211 Number of non-trainable parameters: 0
2024-03-21 06:40:23,916 Epoch 1/300, Train Loss: 310.170627, Val Loss: 120.369176  
	Train = MSE:310.200165 , RMSE:17.612501 , MAE:15.649595 , MAPD:73.013924, R_squared:-4.369618  
	Validation = MSE:120.369179 , RMSE:10.971289 , MAE:8.473773 , MAPD:35.611488, R_squared:-1.165928

2024-03-21 06:40:46,463 Epoch 2/300, Train Loss: 58.487991, Val Loss: 39.361144  
	Train = MSE:58.492359 , RMSE:7.648030 , MAE:5.906425 , MAPD:28.744839, R_squared:-0.012513  
	Validation = MSE:39.361141 , RMSE:6.273846 , MAE:5.310951 , MAPD:30.080172, R_squared:0.291734

2024-03-21 06:41:07,611 Epoch 3/300, Train Loss: 33.519979, Val Loss: 26.620543  
	Train = MSE:33.522385 , RMSE:5.789852 , MAE:4.827837 , MAPD:26.569210, R_squared:0.419722  
	Validation = MSE:26.620543 , RMSE:5.159510 , MAE:4.434348 , MAPD:25.727579, R_squared:0.520989

2024-03-21 06:41:28,233 Epoch 4/300, Train Loss: 19.526080, Val Loss: 12.295569  
	Train = MSE:19.524405 , RMSE:4.418643 , MAE:3.679265 , MAPD:20.633348, R_squared:0.662029  
	Validation = MSE:12.295568 , RMSE:3.506504 , MAE:2.982318 , MAPD:17.636702, R_squared:0.778753

2024-03-21 06:41:48,353 Epoch 5/300, Train Loss: 6.388227, Val Loss: 2.540333  
	Train = MSE:6.389211 , RMSE:2.527689 , MAE:2.012526 , MAPD:11.645064, R_squared:0.889402  
	Validation = MSE:2.540334 , RMSE:1.593842 , MAE:1.254434 , MAPD:7.547019, R_squared:0.954289

2024-03-21 06:42:09,508 Epoch 6/300, Train Loss: 1.793889, Val Loss: 1.204933  
	Train = MSE:1.794035 , RMSE:1.339416 , MAE:1.064776 , MAPD:6.200456, R_squared:0.968945  
	Validation = MSE:1.204933 , RMSE:1.097694 , MAE:0.877454 , MAPD:5.063744, R_squared:0.978318

2024-03-21 06:42:30,267 Epoch 7/300, Train Loss: 1.094895, Val Loss: 0.807551  
	Train = MSE:1.095061 , RMSE:1.046451 , MAE:0.828232 , MAPD:4.653014, R_squared:0.981044  
	Validation = MSE:0.807551 , RMSE:0.898639 , MAE:0.717563 , MAPD:4.004035, R_squared:0.985469

2024-03-21 06:42:49,238 Epoch 8/300, Train Loss: 0.793768, Val Loss: 0.597156  
	Train = MSE:0.793914 , RMSE:0.891019 , MAE:0.697209 , MAPD:3.790677, R_squared:0.986257  
	Validation = MSE:0.597156 , RMSE:0.772759 , MAE:0.613023 , MAPD:3.438149, R_squared:0.989255

2024-03-21 06:43:06,121 Epoch 9/300, Train Loss: 0.611140, Val Loss: 0.469155  
	Train = MSE:0.611169 , RMSE:0.781773 , MAE:0.604069 , MAPD:3.201145, R_squared:0.989421  
	Validation = MSE:0.469155 , RMSE:0.684949 , MAE:0.530784 , MAPD:2.817787, R_squared:0.991558

2024-03-21 06:43:22,406 Epoch 10/300, Train Loss: 0.484064, Val Loss: 0.376079  
	Train = MSE:0.484152 , RMSE:0.695810 , MAE:0.532565 , MAPD:2.782382, R_squared:0.991619  
	Validation = MSE:0.376079 , RMSE:0.613253 , MAE:0.472673 , MAPD:2.492544, R_squared:0.993233

2024-03-21 06:43:39,283 Epoch 11/300, Train Loss: 0.394728, Val Loss: 0.308954  
	Train = MSE:0.394596 , RMSE:0.628169 , MAE:0.476393 , MAPD:2.470120, R_squared:0.993169  
	Validation = MSE:0.308954 , RMSE:0.555837 , MAE:0.425285 , MAPD:2.287832, R_squared:0.994441

2024-03-21 06:43:58,669 Epoch 12/300, Train Loss: 0.321989, Val Loss: 0.265148  
	Train = MSE:0.322022 , RMSE:0.567469 , MAE:0.430357 , MAPD:2.227385, R_squared:0.994426  
	Validation = MSE:0.265148 , RMSE:0.514925 , MAE:0.394196 , MAPD:2.078507, R_squared:0.995229

2024-03-21 06:44:16,634 Epoch 13/300, Train Loss: 0.272277, Val Loss: 0.214147  
	Train = MSE:0.272320 , RMSE:0.521843 , MAE:0.393603 , MAPD:2.043519, R_squared:0.995286  
	Validation = MSE:0.214147 , RMSE:0.462761 , MAE:0.356338 , MAPD:1.907311, R_squared:0.996147

2024-03-21 06:44:33,160 Epoch 14/300, Train Loss: 0.236601, Val Loss: 0.192759  
	Train = MSE:0.236624 , RMSE:0.486440 , MAE:0.369336 , MAPD:1.914813, R_squared:0.995904  
	Validation = MSE:0.192759 , RMSE:0.439043 , MAE:0.338482 , MAPD:1.836142, R_squared:0.996531

2024-03-21 06:44:51,611 Epoch 15/300, Train Loss: 0.205545, Val Loss: 0.172978  
	Train = MSE:0.205578 , RMSE:0.453407 , MAE:0.343698 , MAPD:1.796613, R_squared:0.996441  
	Validation = MSE:0.172978 , RMSE:0.415907 , MAE:0.320362 , MAPD:1.739793, R_squared:0.996887

2024-03-21 06:45:07,803 Epoch 16/300, Train Loss: 0.184725, Val Loss: 0.188478  
	Train = MSE:0.184730 , RMSE:0.429802 , MAE:0.327610 , MAPD:1.738917, R_squared:0.996802  
	Validation = MSE:0.188478 , RMSE:0.434141 , MAE:0.345262 , MAPD:1.973455, R_squared:0.996609

2024-03-21 06:45:24,127 Epoch 17/300, Train Loss: 0.170444, Val Loss: 0.143634  
	Train = MSE:0.170455 , RMSE:0.412862 , MAE:0.314186 , MAPD:1.667016, R_squared:0.997049  
	Validation = MSE:0.143634 , RMSE:0.378991 , MAE:0.290399 , MAPD:1.630527, R_squared:0.997415

2024-03-21 06:45:41,648 Epoch 18/300, Train Loss: 0.154164, Val Loss: 0.142049  
	Train = MSE:0.154174 , RMSE:0.392650 , MAE:0.299550 , MAPD:1.601489, R_squared:0.997331  
	Validation = MSE:0.142049 , RMSE:0.376894 , MAE:0.290331 , MAPD:1.664130, R_squared:0.997444

2024-03-21 06:45:59,397 Epoch 19/300, Train Loss: 0.142563, Val Loss: 0.125455  
	Train = MSE:0.142570 , RMSE:0.377585 , MAE:0.282427 , MAPD:1.510235, R_squared:0.997532  
	Validation = MSE:0.125455 , RMSE:0.354197 , MAE:0.267793 , MAPD:1.525815, R_squared:0.997743

2024-03-21 06:46:15,746 Epoch 20/300, Train Loss: 0.133092, Val Loss: 0.126584  
	Train = MSE:0.133092 , RMSE:0.364818 , MAE:0.273313 , MAPD:1.461765, R_squared:0.997696  
	Validation = MSE:0.126584 , RMSE:0.355787 , MAE:0.273398 , MAPD:1.573139, R_squared:0.997722

2024-03-21 06:46:32,817 Epoch 21/300, Train Loss: 0.126012, Val Loss: 0.114949  
	Train = MSE:0.126025 , RMSE:0.355001 , MAE:0.265571 , MAPD:1.432910, R_squared:0.997818  
	Validation = MSE:0.114949 , RMSE:0.339041 , MAE:0.254333 , MAPD:1.453462, R_squared:0.997932

2024-03-21 06:46:51,707 Epoch 22/300, Train Loss: 0.119497, Val Loss: 0.109787  
	Train = MSE:0.119485 , RMSE:0.345666 , MAE:0.257084 , MAPD:1.385260, R_squared:0.997932  
	Validation = MSE:0.109787 , RMSE:0.331341 , MAE:0.240902 , MAPD:1.357115, R_squared:0.998024

2024-03-21 06:47:08,323 Epoch 23/300, Train Loss: 0.115738, Val Loss: 0.100682  
	Train = MSE:0.115740 , RMSE:0.340206 , MAE:0.252466 , MAPD:1.366013, R_squared:0.997997  
	Validation = MSE:0.100682 , RMSE:0.317304 , MAE:0.229499 , MAPD:1.299848, R_squared:0.998188

2024-03-21 06:47:25,528 Epoch 24/300, Train Loss: 0.116306, Val Loss: 0.114113  
	Train = MSE:0.116333 , RMSE:0.341076 , MAE:0.254600 , MAPD:1.382316, R_squared:0.997986  
	Validation = MSE:0.114113 , RMSE:0.337807 , MAE:0.244004 , MAPD:1.378927, R_squared:0.997947

2024-03-21 06:47:43,480 Epoch 25/300, Train Loss: 0.103498, Val Loss: 0.098911  
	Train = MSE:0.103517 , RMSE:0.321740 , MAE:0.237531 , MAPD:1.288387, R_squared:0.998208  
	Validation = MSE:0.098911 , RMSE:0.314501 , MAE:0.235229 , MAPD:1.343455, R_squared:0.998220

2024-03-21 06:47:59,864 Epoch 26/300, Train Loss: 0.103636, Val Loss: 0.096299  
	Train = MSE:0.103639 , RMSE:0.321931 , MAE:0.237985 , MAPD:1.297817, R_squared:0.998206  
	Validation = MSE:0.096299 , RMSE:0.310320 , MAE:0.229976 , MAPD:1.322763, R_squared:0.998267

2024-03-21 06:48:16,543 Epoch 27/300, Train Loss: 0.096650, Val Loss: 0.096833  
	Train = MSE:0.096652 , RMSE:0.310889 , MAE:0.228210 , MAPD:1.234148, R_squared:0.998327  
	Validation = MSE:0.096833 , RMSE:0.311180 , MAE:0.234402 , MAPD:1.356396, R_squared:0.998258

2024-03-21 06:48:35,409 Epoch 28/300, Train Loss: 0.096104, Val Loss: 0.088955  
	Train = MSE:0.096126 , RMSE:0.310043 , MAE:0.228154 , MAPD:1.236157, R_squared:0.998336  
	Validation = MSE:0.088955 , RMSE:0.298254 , MAE:0.209025 , MAPD:1.170337, R_squared:0.998399

2024-03-21 06:48:53,415 Epoch 29/300, Train Loss: 0.091523, Val Loss: 0.088283  
	Train = MSE:0.091529 , RMSE:0.302537 , MAE:0.221131 , MAPD:1.201858, R_squared:0.998416  
	Validation = MSE:0.088283 , RMSE:0.297125 , MAE:0.211198 , MAPD:1.174755, R_squared:0.998411

2024-03-21 06:49:11,408 Epoch 30/300, Train Loss: 0.091239, Val Loss: 0.090108  
	Train = MSE:0.091232 , RMSE:0.302046 , MAE:0.220480 , MAPD:1.207672, R_squared:0.998421  
	Validation = MSE:0.090108 , RMSE:0.300180 , MAE:0.210431 , MAPD:1.174735, R_squared:0.998379

2024-03-21 06:49:28,597 Epoch 31/300, Train Loss: 0.084706, Val Loss: 0.078398  
	Train = MSE:0.084726 , RMSE:0.291077 , MAE:0.211807 , MAPD:1.150845, R_squared:0.998533  
	Validation = MSE:0.078398 , RMSE:0.279997 , MAE:0.195439 , MAPD:1.110891, R_squared:0.998589

2024-03-21 06:49:47,725 Epoch 32/300, Train Loss: 0.084517, Val Loss: 0.093327  
	Train = MSE:0.084407 , RMSE:0.290528 , MAE:0.210914 , MAPD:1.156223, R_squared:0.998539  
	Validation = MSE:0.093327 , RMSE:0.305494 , MAE:0.235330 , MAPD:1.362789, R_squared:0.998321

2024-03-21 06:50:04,517 Epoch 33/300, Train Loss: 0.079826, Val Loss: 0.074010  
	Train = MSE:0.079806 , RMSE:0.282499 , MAE:0.203896 , MAPD:1.111310, R_squared:0.998619  
	Validation = MSE:0.074010 , RMSE:0.272048 , MAE:0.194428 , MAPD:1.110242, R_squared:0.998668

2024-03-21 06:50:23,058 Epoch 34/300, Train Loss: 0.079444, Val Loss: 0.083541  
	Train = MSE:0.079459 , RMSE:0.281885 , MAE:0.204525 , MAPD:1.118683, R_squared:0.998625  
	Validation = MSE:0.083541 , RMSE:0.289034 , MAE:0.201980 , MAPD:1.115563, R_squared:0.998497

2024-03-21 06:50:39,289 Epoch 35/300, Train Loss: 0.079446, Val Loss: 0.085226  
	Train = MSE:0.079442 , RMSE:0.281855 , MAE:0.205197 , MAPD:1.121478, R_squared:0.998625  
	Validation = MSE:0.085226 , RMSE:0.291935 , MAE:0.203816 , MAPD:1.164009, R_squared:0.998466

2024-03-21 06:50:55,631 Epoch 36/300, Train Loss: 0.075873, Val Loss: 0.073835  
	Train = MSE:0.075878 , RMSE:0.275460 , MAE:0.200064 , MAPD:1.088136, R_squared:0.998687  
	Validation = MSE:0.073835 , RMSE:0.271727 , MAE:0.190961 , MAPD:1.055088, R_squared:0.998671

2024-03-21 06:51:13,992 Epoch 37/300, Train Loss: 0.075465, Val Loss: 0.118995  
	Train = MSE:0.075461 , RMSE:0.274701 , MAE:0.198113 , MAPD:1.080132, R_squared:0.998694  
	Validation = MSE:0.118995 , RMSE:0.344957 , MAE:0.291218 , MAPD:1.754139, R_squared:0.997859

2024-03-21 06:51:30,995 Epoch 38/300, Train Loss: 0.074196, Val Loss: 0.083352  
	Train = MSE:0.074218 , RMSE:0.272430 , MAE:0.198169 , MAPD:1.073921, R_squared:0.998715  
	Validation = MSE:0.083352 , RMSE:0.288707 , MAE:0.202680 , MAPD:1.145267, R_squared:0.998500

2024-03-21 06:51:48,532 Epoch 39/300, Train Loss: 0.070202, Val Loss: 0.069942  
	Train = MSE:0.070208 , RMSE:0.264967 , MAE:0.190305 , MAPD:1.041719, R_squared:0.998785  
	Validation = MSE:0.069942 , RMSE:0.264465 , MAE:0.183079 , MAPD:1.032327, R_squared:0.998741

2024-03-21 06:52:04,899 Epoch 40/300, Train Loss: 0.068785, Val Loss: 0.064310  
	Train = MSE:0.068797 , RMSE:0.262291 , MAE:0.188491 , MAPD:1.022649, R_squared:0.998809  
	Validation = MSE:0.064310 , RMSE:0.253595 , MAE:0.173264 , MAPD:0.983098, R_squared:0.998843

2024-03-21 06:52:22,522 Epoch 41/300, Train Loss: 0.067290, Val Loss: 0.071980  
	Train = MSE:0.067293 , RMSE:0.259409 , MAE:0.188165 , MAPD:1.023751, R_squared:0.998835  
	Validation = MSE:0.071980 , RMSE:0.268290 , MAE:0.186153 , MAPD:1.070783, R_squared:0.998705

2024-03-21 06:52:41,696 Epoch 42/300, Train Loss: 0.066794, Val Loss: 0.084257  
	Train = MSE:0.066798 , RMSE:0.258453 , MAE:0.187165 , MAPD:1.025545, R_squared:0.998844  
	Validation = MSE:0.084257 , RMSE:0.290271 , MAE:0.206867 , MAPD:1.197183, R_squared:0.998484

2024-03-21 06:52:58,720 Epoch 43/300, Train Loss: 0.064251, Val Loss: 0.067630  
	Train = MSE:0.064261 , RMSE:0.253498 , MAE:0.180814 , MAPD:0.982407, R_squared:0.998888  
	Validation = MSE:0.067630 , RMSE:0.260057 , MAE:0.191418 , MAPD:1.099124, R_squared:0.998783

2024-03-21 06:53:15,779 Epoch 44/300, Train Loss: 0.063584, Val Loss: 0.068768  
	Train = MSE:0.063585 , RMSE:0.252160 , MAE:0.181621 , MAPD:0.987815, R_squared:0.998899  
	Validation = MSE:0.068768 , RMSE:0.262236 , MAE:0.180181 , MAPD:1.028176, R_squared:0.998763

2024-03-21 06:53:32,826 Epoch 45/300, Train Loss: 0.063648, Val Loss: 0.091906  
	Train = MSE:0.063662 , RMSE:0.252313 , MAE:0.182940 , MAPD:0.995582, R_squared:0.998898  
	Validation = MSE:0.091906 , RMSE:0.303160 , MAE:0.222521 , MAPD:1.229139, R_squared:0.998346

2024-03-21 06:53:49,891 Epoch 46/300, Train Loss: 0.061088, Val Loss: 0.057642  
	Train = MSE:0.061098 , RMSE:0.247180 , MAE:0.178022 , MAPD:0.967745, R_squared:0.998942  
	Validation = MSE:0.057642 , RMSE:0.240087 , MAE:0.162307 , MAPD:0.920890, R_squared:0.998963

2024-03-21 06:54:07,244 Epoch 47/300, Train Loss: 0.058152, Val Loss: 0.064538  
	Train = MSE:0.058162 , RMSE:0.241169 , MAE:0.172905 , MAPD:0.937768, R_squared:0.998993  
	Validation = MSE:0.064538 , RMSE:0.254042 , MAE:0.173068 , MAPD:0.954960, R_squared:0.998839

2024-03-21 06:54:24,454 Epoch 48/300, Train Loss: 0.059355, Val Loss: 0.057292  
	Train = MSE:0.059353 , RMSE:0.243626 , MAE:0.174400 , MAPD:0.947134, R_squared:0.998973  
	Validation = MSE:0.057292 , RMSE:0.239357 , MAE:0.163887 , MAPD:0.930760, R_squared:0.998969

2024-03-21 06:54:42,387 Epoch 49/300, Train Loss: 0.058479, Val Loss: 0.064818  
