2024-03-21 05:28:27,204 train batches in dataset: 7
2024-03-21 05:28:27,205 val batches in dataset: 1
2024-03-21 05:28:27,205 test batches in dataset: 1
2024-03-21 05:28:27,221 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 05:28:27,229 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 05:28:27,233 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 05:28:27,238 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 05:28:27,244 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 05:28:27,249 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 05:28:27,254 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 05:28:27,255 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 05:28:27,255 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 05:28:27,255 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 05:28:27,256 Number of trainable parameters: 51425
2024-03-21 05:28:27,256 Number of non-trainable parameters: 0
2024-03-21 05:28:28,915 Epoch 1/300, Train Loss: 440.304792, Val Loss: 351.508606  
	Train = MSE:446.261383 , RMSE:21.124899 , MAE:19.699203 , MAPD:95.039681, R_squared:-6.724860  
	Validation = MSE:351.508606 , RMSE:18.748562 , MAE:17.213709 , MAPD:83.536654, R_squared:-5.325061

2024-03-21 05:28:30,883 Epoch 2/300, Train Loss: 343.302159, Val Loss: 279.041901  
	Train = MSE:343.074005 , RMSE:18.522257 , MAE:16.902901 , MAPD:79.551312, R_squared:-4.938670  
	Validation = MSE:279.041901 , RMSE:16.704548 , MAE:14.982391 , MAPD:71.047694, R_squared:-4.021092

2024-03-21 05:28:31,562 Epoch 3/300, Train Loss: 257.690805, Val Loss: 184.134125  
	Train = MSE:259.691803 , RMSE:16.114956 , MAE:14.247312 , MAPD:65.043732, R_squared:-3.495310  
	Validation = MSE:184.134125 , RMSE:13.569603 , MAE:11.448864 , MAPD:51.335679, R_squared:-2.313317

2024-03-21 05:28:32,071 Epoch 4/300, Train Loss: 151.350148, Val Loss: 86.376648  
	Train = MSE:156.645065 , RMSE:12.515793 , MAE:10.166909 , MAPD:43.288079, R_squared:-1.711553  
	Validation = MSE:86.376648 , RMSE:9.293903 , MAE:6.783724 , MAPD:28.223856, R_squared:-0.554265

2024-03-21 05:28:32,603 Epoch 5/300, Train Loss: 64.380887, Val Loss: 45.184902  
