2024-03-21 06:06:22,198 train batches in dataset: 800
2024-03-21 06:06:22,199 val batches in dataset: 100
2024-03-21 06:06:22,199 test batches in dataset: 100
2024-03-21 06:06:22,217 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 06:06:22,227 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 06:06:22,235 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 06:06:22,242 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 06:06:22,249 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 06:06:22,256 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 06:06:22,262 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 06:06:22,263 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 06:06:22,263 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 06:06:22,263 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 06:06:22,263 Number of trainable parameters: 51425
2024-03-21 06:06:22,264 Number of non-trainable parameters: 0
2024-03-21 06:07:06,948 Epoch 1/300, Train Loss: 112.443008, Val Loss: 22.087163  
	Train = MSE:112.473824 , RMSE:10.605368 , MAE:7.921219 , MAPD:39.219564, R_squared:-0.946941  
	Validation = MSE:22.087164 , RMSE:4.699698 , MAE:4.078226 , MAPD:24.163731, R_squared:0.602563

2024-03-21 06:07:48,584 Epoch 2/300, Train Loss: 6.290791, Val Loss: 1.127619  
	Train = MSE:6.292056 , RMSE:2.508397 , MAE:1.842206 , MAPD:10.612800, R_squared:0.891083  
	Validation = MSE:1.127619 , RMSE:1.061894 , MAE:0.860112 , MAPD:4.684830, R_squared:0.979710

2024-03-21 06:08:28,938 Epoch 3/300, Train Loss: 0.771396, Val Loss: 0.498199  
	Train = MSE:0.771432 , RMSE:0.878312 , MAE:0.692620 , MAPD:3.787127, R_squared:0.986646  
	Validation = MSE:0.498199 , RMSE:0.705832 , MAE:0.552013 , MAPD:2.932510, R_squared:0.991035

2024-03-21 06:09:07,496 Epoch 4/300, Train Loss: 0.410431, Val Loss: 0.303964  
	Train = MSE:0.410336 , RMSE:0.640575 , MAE:0.490785 , MAPD:2.583059, R_squared:0.992897  
	Validation = MSE:0.303964 , RMSE:0.551329 , MAE:0.438322 , MAPD:2.351208, R_squared:0.994530

2024-03-21 06:09:48,244 Epoch 5/300, Train Loss: 0.248026, Val Loss: 0.165408  
	Train = MSE:0.247984 , RMSE:0.497980 , MAE:0.377220 , MAPD:1.985858, R_squared:0.995707  
	Validation = MSE:0.165408 , RMSE:0.406704 , MAE:0.313750 , MAPD:1.729730, R_squared:0.997024

2024-03-21 06:10:31,951 Epoch 6/300, Train Loss: 0.188273, Val Loss: 0.146625  
	Train = MSE:0.188288 , RMSE:0.433922 , MAE:0.330030 , MAPD:1.767447, R_squared:0.996741  
	Validation = MSE:0.146625 , RMSE:0.382916 , MAE:0.295076 , MAPD:1.672721, R_squared:0.997362

2024-03-21 06:11:11,912 Epoch 7/300, Train Loss: 0.159919, Val Loss: 0.133917  
	Train = MSE:0.159961 , RMSE:0.399951 , MAE:0.301656 , MAPD:1.622652, R_squared:0.997231  
	Validation = MSE:0.133917 , RMSE:0.365947 , MAE:0.278521 , MAPD:1.617650, R_squared:0.997590

2024-03-21 06:11:52,600 Epoch 8/300, Train Loss: 0.142815, Val Loss: 0.105790  
	Train = MSE:0.142852 , RMSE:0.377957 , MAE:0.286021 , MAPD:1.553989, R_squared:0.997527  
	Validation = MSE:0.105790 , RMSE:0.325253 , MAE:0.242810 , MAPD:1.372626, R_squared:0.998096

2024-03-21 06:12:31,592 Epoch 9/300, Train Loss: 0.126756, Val Loss: 0.103690  
	Train = MSE:0.126780 , RMSE:0.356062 , MAE:0.266495 , MAPD:1.445902, R_squared:0.997805  
	Validation = MSE:0.103690 , RMSE:0.322010 , MAE:0.235239 , MAPD:1.310970, R_squared:0.998134

2024-03-21 06:13:14,161 Epoch 10/300, Train Loss: 0.112116, Val Loss: 0.107199  
	Train = MSE:0.112118 , RMSE:0.334840 , MAE:0.248956 , MAPD:1.361680, R_squared:0.998059  
	Validation = MSE:0.107199 , RMSE:0.327412 , MAE:0.241990 , MAPD:1.342017, R_squared:0.998071

2024-03-21 06:13:53,512 Epoch 11/300, Train Loss: 0.103960, Val Loss: 0.092240  
	Train = MSE:0.103959 , RMSE:0.322427 , MAE:0.241988 , MAPD:1.323770, R_squared:0.998200  
	Validation = MSE:0.092240 , RMSE:0.303710 , MAE:0.231077 , MAPD:1.293845, R_squared:0.998340

2024-03-21 06:14:38,427 Epoch 12/300, Train Loss: 0.100670, Val Loss: 0.079408  
	Train = MSE:0.100700 , RMSE:0.317332 , MAE:0.235597 , MAPD:1.295482, R_squared:0.998257  
	Validation = MSE:0.079408 , RMSE:0.281793 , MAE:0.194262 , MAPD:1.096696, R_squared:0.998571

2024-03-21 06:15:20,508 Epoch 13/300, Train Loss: 0.096444, Val Loss: 0.074972  
	Train = MSE:0.096471 , RMSE:0.310598 , MAE:0.230703 , MAPD:1.264145, R_squared:0.998330  
	Validation = MSE:0.074972 , RMSE:0.273810 , MAE:0.189987 , MAPD:1.069213, R_squared:0.998651

2024-03-21 06:16:00,163 Epoch 14/300, Train Loss: 0.084395, Val Loss: 0.086076  
