2024-03-21 03:39:33,833 train batches in dataset: 25
2024-03-21 03:39:33,833 val batches in dataset: 4
2024-03-21 03:39:33,834 test batches in dataset: 4
2024-03-21 03:39:33,868 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:33,871 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:33,896 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,093 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,097 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,101 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,315 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,321 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,325 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,327 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,341 Number of trainable parameters: 51425
2024-03-21 03:39:34,342 Number of non-trainable parameters: 0
2024-03-21 03:39:40,001 Epoch 1/300, Train Loss: 83.342968, Val Loss: 10.575469  
	Train = MSE:83.363541 , RMSE:9.130363 , MAE:6.533395 , MAPD:33.497238, R_squared:-0.443037  
	Validation = MSE:11.413735 , RMSE:3.378422 , MAE:2.887644 , MAPD:14.273509, R_squared:0.794621

2024-03-21 03:39:44,201 Epoch 2/300, Train Loss: 5.457400, Val Loss: 2.126713  
	Train = MSE:5.458236 , RMSE:2.336287 , MAE:1.859167 , MAPD:10.327562, R_squared:0.905517  
	Validation = MSE:2.277078 , RMSE:1.508999 , MAE:1.269978 , MAPD:7.227393, R_squared:0.959026

2024-03-21 03:39:45,917 Epoch 3/300, Train Loss: 1.879156, Val Loss: 1.215979  
	Train = MSE:1.879251 , RMSE:1.370858 , MAE:1.111215 , MAPD:6.403655, R_squared:0.967470  
	Validation = MSE:1.260825 , RMSE:1.122865 , MAE:0.938374 , MAPD:5.540210, R_squared:0.977313

2024-03-21 03:39:48,018 Epoch 4/300, Train Loss: 1.122367, Val Loss: 0.687133  
	Train = MSE:1.122465 , RMSE:1.059465 , MAE:0.853804 , MAPD:4.991399, R_squared:0.980570  
	Validation = MSE:0.742525 , RMSE:0.861699 , MAE:0.711807 , MAPD:4.178294, R_squared:0.986639

2024-03-21 03:39:50,085 Epoch 5/300, Train Loss: 0.533740, Val Loss: 0.329364  
	Train = MSE:0.533786 , RMSE:0.730607 , MAE:0.572276 , MAPD:3.374065, R_squared:0.990760  
	Validation = MSE:0.357673 , RMSE:0.598058 , MAE:0.468962 , MAPD:2.618108, R_squared:0.993564

2024-03-21 03:39:51,975 Epoch 6/300, Train Loss: 0.296447, Val Loss: 0.214394  
	Train = MSE:0.296481 , RMSE:0.544501 , MAE:0.416815 , MAPD:2.336888, R_squared:0.994868  
	Validation = MSE:0.228983 , RMSE:0.478521 , MAE:0.363968 , MAPD:2.038387, R_squared:0.995880

2024-03-21 03:39:55,087 Epoch 7/300, Train Loss: 0.199791, Val Loss: 0.179594  
	Train = MSE:0.199786 , RMSE:0.446975 , MAE:0.335940 , MAPD:1.879110, R_squared:0.996542  
	Validation = MSE:0.181387 , RMSE:0.425896 , MAE:0.322836 , MAPD:1.820131, R_squared:0.996736

2024-03-21 03:39:58,881 Epoch 8/300, Train Loss: 0.181944, Val Loss: 0.171667  
	Train = MSE:0.181947 , RMSE:0.426553 , MAE:0.323234 , MAPD:1.779099, R_squared:0.996850  
	Validation = MSE:0.176056 , RMSE:0.419590 , MAE:0.314507 , MAPD:1.738110, R_squared:0.996832

2024-03-21 03:40:01,026 Epoch 9/300, Train Loss: 0.186637, Val Loss: 0.133058  
	Train = MSE:0.186631 , RMSE:0.432008 , MAE:0.329772 , MAPD:1.774217, R_squared:0.996769  
	Validation = MSE:0.136404 , RMSE:0.369330 , MAE:0.271398 , MAPD:1.565591, R_squared:0.997546

2024-03-21 03:40:02,756 Epoch 10/300, Train Loss: 0.147434, Val Loss: 0.123915  
	Train = MSE:0.147442 , RMSE:0.383982 , MAE:0.292274 , MAPD:1.608804, R_squared:0.997448  
	Validation = MSE:0.124413 , RMSE:0.352723 , MAE:0.260799 , MAPD:1.492486, R_squared:0.997761

2024-03-21 03:40:04,557 Epoch 11/300, Train Loss: 0.128398, Val Loss: 0.116666  
	Train = MSE:0.128390 , RMSE:0.358315 , MAE:0.268645 , MAPD:1.482575, R_squared:0.997778  
	Validation = MSE:0.122244 , RMSE:0.349634 , MAE:0.265974 , MAPD:1.515185, R_squared:0.997800

2024-03-21 03:40:07,679 Epoch 12/300, Train Loss: 0.109328, Val Loss: 0.117899  
	Train = MSE:0.109328 , RMSE:0.330648 , MAE:0.243063 , MAPD:1.362207, R_squared:0.998108  
	Validation = MSE:0.113573 , RMSE:0.337006 , MAE:0.255611 , MAPD:1.430264, R_squared:0.997956

2024-03-21 03:40:10,360 Epoch 13/300, Train Loss: 0.117398, Val Loss: 0.146975  
	Train = MSE:0.117409 , RMSE:0.342650 , MAE:0.257070 , MAPD:1.396731, R_squared:0.997968  
	Validation = MSE:0.147564 , RMSE:0.384140 , MAE:0.287767 , MAPD:1.533354, R_squared:0.997345

2024-03-21 03:40:12,538 Epoch 14/300, Train Loss: 0.128644, Val Loss: 0.150809  
	Train = MSE:0.128634 , RMSE:0.358656 , MAE:0.272129 , MAPD:1.448434, R_squared:0.997773  
	Validation = MSE:0.158058 , RMSE:0.397565 , MAE:0.304402 , MAPD:1.590610, R_squared:0.997156

2024-03-21 03:40:14,557 Epoch 15/300, Train Loss: 0.100766, Val Loss: 0.127420  
	Train = MSE:0.100773 , RMSE:0.317448 , MAE:0.237332 , MAPD:1.307300, R_squared:0.998256  
	Validation = MSE:0.129202 , RMSE:0.359446 , MAE:0.263909 , MAPD:1.431093, R_squared:0.997675

2024-03-21 03:40:16,602 Epoch 16/300, Train Loss: 0.118568, Val Loss: 0.109701  
	Train = MSE:0.118569 , RMSE:0.344339 , MAE:0.261890 , MAPD:1.381686, R_squared:0.997948  
	Validation = MSE:0.114429 , RMSE:0.338274 , MAE:0.243161 , MAPD:1.342890, R_squared:0.997941

2024-03-21 03:40:18,719 Epoch 17/300, Train Loss: 0.108144, Val Loss: 0.214006  
	Train = MSE:0.108131 , RMSE:0.328832 , MAE:0.247406 , MAPD:1.322345, R_squared:0.998128  
	Validation = MSE:0.198312 , RMSE:0.445322 , MAE:0.360013 , MAPD:1.789741, R_squared:0.996432

2024-03-21 03:40:20,440 Epoch 18/300, Train Loss: 0.177253, Val Loss: 0.077306  
	Train = MSE:0.177268 , RMSE:0.421032 , MAE:0.327698 , MAPD:1.658521, R_squared:0.996931  
	Validation = MSE:0.083656 , RMSE:0.289233 , MAE:0.216134 , MAPD:1.251354, R_squared:0.998495

2024-03-21 03:40:22,555 Epoch 19/300, Train Loss: 0.236346, Val Loss: 0.167267  
	Train = MSE:0.236317 , RMSE:0.486124 , MAE:0.369347 , MAPD:1.828462, R_squared:0.995909  
	Validation = MSE:0.171293 , RMSE:0.413875 , MAE:0.305190 , MAPD:1.556287, R_squared:0.996918

2024-03-21 03:40:24,693 Epoch 20/300, Train Loss: 0.128097, Val Loss: 0.093995  
	Train = MSE:0.128109 , RMSE:0.357923 , MAE:0.270850 , MAPD:1.429556, R_squared:0.997782  
	Validation = MSE:0.101799 , RMSE:0.319060 , MAE:0.246234 , MAPD:1.322633, R_squared:0.998168

2024-03-21 03:40:28,225 Epoch 21/300, Train Loss: 0.106630, Val Loss: 0.071175  
	Train = MSE:0.106648 , RMSE:0.326570 , MAE:0.250288 , MAPD:1.331492, R_squared:0.998154  
	Validation = MSE:0.078689 , RMSE:0.280515 , MAE:0.195851 , MAPD:1.129592, R_squared:0.998584

2024-03-21 03:40:31,581 Epoch 22/300, Train Loss: 0.109212, Val Loss: 0.101144  
	Train = MSE:0.109227 , RMSE:0.330494 , MAE:0.250984 , MAPD:1.331216, R_squared:0.998109  
	Validation = MSE:0.104425 , RMSE:0.323148 , MAE:0.228994 , MAPD:1.249928, R_squared:0.998121

2024-03-21 03:40:33,650 Epoch 23/300, Train Loss: 0.101028, Val Loss: 0.077430  
	Train = MSE:0.101027 , RMSE:0.317848 , MAE:0.240048 , MAPD:1.260253, R_squared:0.998251  
	Validation = MSE:0.082214 , RMSE:0.286730 , MAE:0.197788 , MAPD:1.123087, R_squared:0.998521

2024-03-21 03:40:35,397 Epoch 24/300, Train Loss: 0.156575, Val Loss: 0.061992  
	Train = MSE:0.156608 , RMSE:0.395738 , MAE:0.301897 , MAPD:1.535908, R_squared:0.997289  
	Validation = MSE:0.070644 , RMSE:0.265789 , MAE:0.185410 , MAPD:1.069300, R_squared:0.998729

2024-03-21 03:40:37,894 Epoch 25/300, Train Loss: 0.113791, Val Loss: 0.089893  
	Train = MSE:0.113805 , RMSE:0.337350 , MAE:0.255840 , MAPD:1.337480, R_squared:0.998030  
	Validation = MSE:0.098311 , RMSE:0.313546 , MAE:0.260275 , MAPD:1.478863, R_squared:0.998231

2024-03-21 03:40:40,921 Epoch 26/300, Train Loss: 0.107392, Val Loss: 0.162735  
	Train = MSE:0.107340 , RMSE:0.327628 , MAE:0.247045 , MAPD:1.302960, R_squared:0.998142  
	Validation = MSE:0.159878 , RMSE:0.399847 , MAE:0.310014 , MAPD:1.495664, R_squared:0.997123

2024-03-21 03:40:42,636 Epoch 27/300, Train Loss: 0.647117, Val Loss: 0.217162  
	Train = MSE:0.647196 , RMSE:0.804485 , MAE:0.584424 , MAPD:2.861319, R_squared:0.988797  
	Validation = MSE:0.190403 , RMSE:0.436352 , MAE:0.329645 , MAPD:1.685574, R_squared:0.996574

2024-03-21 03:40:44,731 Epoch 28/300, Train Loss: 0.131770, Val Loss: 0.072474  
	Train = MSE:0.131779 , RMSE:0.363013 , MAE:0.274235 , MAPD:1.509635, R_squared:0.997719  
	Validation = MSE:0.081960 , RMSE:0.286287 , MAE:0.205830 , MAPD:1.178492, R_squared:0.998525

2024-03-21 03:40:46,852 Epoch 29/300, Train Loss: 0.160067, Val Loss: 0.076124  
	Train = MSE:0.160101 , RMSE:0.400126 , MAE:0.302965 , MAPD:1.560903, R_squared:0.997229  
	Validation = MSE:0.082390 , RMSE:0.287037 , MAE:0.205484 , MAPD:1.143037, R_squared:0.998517

2024-03-21 03:40:48,665 Epoch 30/300, Train Loss: 0.097689, Val Loss: 0.102292  
	Train = MSE:0.097699 , RMSE:0.312568 , MAE:0.237017 , MAPD:1.254219, R_squared:0.998309  
	Validation = MSE:0.111223 , RMSE:0.333501 , MAE:0.275492 , MAPD:1.511048, R_squared:0.997999

2024-03-21 03:40:50,897 Epoch 31/300, Train Loss: 0.225375, Val Loss: 0.273421  
	Train = MSE:0.225350 , RMSE:0.474710 , MAE:0.367010 , MAPD:1.840838, R_squared:0.996099  
	Validation = MSE:0.275356 , RMSE:0.524744 , MAE:0.459419 , MAPD:2.455656, R_squared:0.995045

2024-03-21 03:40:54,373 Epoch 32/300, Train Loss: 0.133724, Val Loss: 0.074959  
	Train = MSE:0.133727 , RMSE:0.365687 , MAE:0.284206 , MAPD:1.478036, R_squared:0.997685  
	Validation = MSE:0.080237 , RMSE:0.283261 , MAE:0.203367 , MAPD:1.098576, R_squared:0.998556

2024-03-21 03:40:56,407 Epoch 33/300, Train Loss: 0.127256, Val Loss: 0.125970  
	Train = MSE:0.127275 , RMSE:0.356756 , MAE:0.270230 , MAPD:1.394185, R_squared:0.997797  
	Validation = MSE:0.130317 , RMSE:0.360995 , MAE:0.289422 , MAPD:1.464646, R_squared:0.997655

2024-03-21 03:40:58,155 Epoch 34/300, Train Loss: 0.226922, Val Loss: 0.070354  
	Train = MSE:0.226977 , RMSE:0.476421 , MAE:0.367246 , MAPD:1.837496, R_squared:0.996071  
	Validation = MSE:0.077901 , RMSE:0.279108 , MAE:0.212801 , MAPD:1.157821, R_squared:0.998598

2024-03-21 03:40:59,900 Epoch 35/300, Train Loss: 0.371447, Val Loss: 1.057459  
	Train = MSE:0.371298 , RMSE:0.609343 , MAE:0.441429 , MAPD:2.200541, R_squared:0.993573  
	Validation = MSE:1.064812 , RMSE:1.031897 , MAE:0.954603 , MAPD:4.927888, R_squared:0.980840

2024-03-21 03:41:01,642 Epoch 36/300, Train Loss: 0.592642, Val Loss: 0.285925  
	Train = MSE:0.592433 , RMSE:0.769697 , MAE:0.611505 , MAPD:3.014960, R_squared:0.989745  
	Validation = MSE:0.287059 , RMSE:0.535779 , MAE:0.459012 , MAPD:2.354791, R_squared:0.994835

2024-03-21 03:41:03,740 Epoch 37/300, Train Loss: 0.172601, Val Loss: 0.092230  
	Train = MSE:0.172616 , RMSE:0.415470 , MAE:0.327678 , MAPD:1.696627, R_squared:0.997012  
	Validation = MSE:0.101720 , RMSE:0.318936 , MAE:0.234818 , MAPD:1.285180, R_squared:0.998170

