2024-03-21 03:39:33,846 train batches in dataset: 800
2024-03-21 03:39:33,846 val batches in dataset: 100
2024-03-21 03:39:33,846 test batches in dataset: 100
2024-03-21 03:39:33,870 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:33,870 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:33,897 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,088 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,089 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,089 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,093 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,097 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,098 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,101 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,322 Number of trainable parameters: 51425
2024-03-21 03:39:34,322 Number of non-trainable parameters: 0
2024-03-21 03:40:38,982 Epoch 1/300, Train Loss: 19.835292, Val Loss: 2.145994  
	Train = MSE:19.840689 , RMSE:4.454289 , MAE:1.837618 , MAPD:9.594840, R_squared:0.656554  
	Validation = MSE:2.145994 , RMSE:1.464921 , MAE:1.270931 , MAPD:6.322758, R_squared:0.961385

2024-03-21 03:41:38,756 Epoch 2/300, Train Loss: 2.926483, Val Loss: 0.927587  
	Train = MSE:2.927194 , RMSE:1.710904 , MAE:1.166061 , MAPD:5.891950, R_squared:0.949330  
	Validation = MSE:0.927587 , RMSE:0.963113 , MAE:0.821099 , MAPD:4.577877, R_squared:0.983309

2024-03-21 03:42:38,307 Epoch 3/300, Train Loss: 1.225900, Val Loss: 0.614602  
	Train = MSE:1.225940 , RMSE:1.107222 , MAE:0.821640 , MAPD:4.063506, R_squared:0.978779  
	Validation = MSE:0.614602 , RMSE:0.783965 , MAE:0.666839 , MAPD:3.807470, R_squared:0.988941

2024-03-21 03:43:38,237 Epoch 4/300, Train Loss: 0.822122, Val Loss: 0.273944  
	Train = MSE:0.821788 , RMSE:0.906525 , MAE:0.661763 , MAPD:3.321076, R_squared:0.985775  
	Validation = MSE:0.273944 , RMSE:0.523397 , MAE:0.377807 , MAPD:2.125630, R_squared:0.995071

2024-03-21 03:44:35,922 Epoch 5/300, Train Loss: 1.609642, Val Loss: 0.240974  
	Train = MSE:1.610008 , RMSE:1.268861 , MAE:0.818320 , MAPD:4.163283, R_squared:0.972130  
	Validation = MSE:0.240974 , RMSE:0.490891 , MAE:0.361513 , MAPD:2.039503, R_squared:0.995664

2024-03-21 03:45:38,958 Epoch 6/300, Train Loss: 0.747337, Val Loss: 0.506765  
	Train = MSE:0.747235 , RMSE:0.864427 , MAE:0.642699 , MAPD:3.290519, R_squared:0.987065  
	Validation = MSE:0.506765 , RMSE:0.711874 , MAE:0.550834 , MAPD:3.156836, R_squared:0.990881

2024-03-21 03:46:34,413 Epoch 7/300, Train Loss: 0.948153, Val Loss: 0.210515  
	Train = MSE:0.948443 , RMSE:0.973881 , MAE:0.725509 , MAPD:3.730531, R_squared:0.983582  
	Validation = MSE:0.210515 , RMSE:0.458820 , MAE:0.340542 , MAPD:2.016251, R_squared:0.996212

2024-03-21 03:47:40,581 Epoch 8/300, Train Loss: 0.472925, Val Loss: 0.392331  
	Train = MSE:0.472940 , RMSE:0.687706 , MAE:0.512253 , MAPD:2.683377, R_squared:0.991813  
	Validation = MSE:0.392331 , RMSE:0.626363 , MAE:0.512918 , MAPD:2.949541, R_squared:0.992940

2024-03-21 03:48:49,649 Epoch 9/300, Train Loss: 0.714641, Val Loss: 0.267286  
	Train = MSE:0.714785 , RMSE:0.845450 , MAE:0.627193 , MAPD:3.252273, R_squared:0.987627  
