2024-03-21 03:39:33,835 train batches in dataset: 3199
2024-03-21 03:39:33,836 val batches in dataset: 400
2024-03-21 03:39:33,836 test batches in dataset: 400
2024-03-21 03:39:33,841 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:33,842 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:33,843 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:33,843 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:33,859 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:33,865 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:33,866 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:33,871 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:33,892 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:33,893 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:33,893 Number of trainable parameters: 51425
2024-03-21 03:39:33,893 Number of non-trainable parameters: 0
2024-03-21 03:39:54,320 Epoch 1/300, Train Loss: 11.841205, Val Loss: 0.440950  
	Train = MSE:11.841206 , RMSE:3.441105 , MAE:1.755249 , MAPD:8.928341, R_squared:0.795027  
	Validation = MSE:0.440950 , RMSE:0.664040 , MAE:0.552466 , MAPD:2.996566, R_squared:0.992066

2024-03-21 03:40:13,517 Epoch 2/300, Train Loss: 5.037811, Val Loss: 1.002981  
	Train = MSE:5.037811 , RMSE:2.244507 , MAE:1.509125 , MAPD:7.788612, R_squared:0.912795  
	Validation = MSE:1.002981 , RMSE:1.001489 , MAE:0.837591 , MAPD:5.103640, R_squared:0.981952

2024-03-21 03:40:30,485 Epoch 3/300, Train Loss: 28.869217, Val Loss: 56.935723  
	Train = MSE:28.869215 , RMSE:5.373008 , MAE:3.456444 , MAPD:18.128887, R_squared:0.500269  
	Validation = MSE:56.935722 , RMSE:7.545577 , MAE:6.378539 , MAPD:36.296721, R_squared:-0.024504

2024-03-21 03:40:46,865 Epoch 4/300, Train Loss: 58.021656, Val Loss: 55.815602  
	Train = MSE:58.021652 , RMSE:7.617195 , MAE:6.239311 , MAPD:33.542614, R_squared:-0.004365  
	Validation = MSE:55.815605 , RMSE:7.470984 , MAE:6.153711 , MAPD:34.092430, R_squared:-0.004348

2024-03-21 03:41:02,441 Epoch 5/300, Train Loss: 57.994924, Val Loss: 55.674375  
	Train = MSE:57.994919 , RMSE:7.615439 , MAE:6.233888 , MAPD:33.487221, R_squared:-0.003902  
	Validation = MSE:55.674374 , RMSE:7.461526 , MAE:6.101567 , MAPD:33.551223, R_squared:-0.001807

2024-03-21 03:41:19,869 Epoch 6/300, Train Loss: 58.067864, Val Loss: 56.656242  
	Train = MSE:58.067863 , RMSE:7.620227 , MAE:6.221909 , MAPD:33.358575, R_squared:-0.005165  
	Validation = MSE:56.656246 , RMSE:7.527034 , MAE:6.334504 , MAPD:35.874480, R_squared:-0.019475

2024-03-21 03:41:35,897 Epoch 7/300, Train Loss: 58.036736, Val Loss: 56.014810  
	Train = MSE:58.036736 , RMSE:7.618185 , MAE:6.235984 , MAPD:33.514888, R_squared:-0.004626  
	Validation = MSE:56.014816 , RMSE:7.484304 , MAE:6.207751 , MAPD:34.639042, R_squared:-0.007933

2024-03-21 03:41:52,605 Epoch 8/300, Train Loss: 57.911744, Val Loss: 56.467980  
