2024-03-21 03:51:46,265 train batches in dataset: 800
2024-03-21 03:51:46,266 val batches in dataset: 100
2024-03-21 03:51:46,266 test batches in dataset: 100
2024-03-21 03:51:46,293 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:51:46,306 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:51:46,315 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:51:46,329 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:51:46,338 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:51:46,351 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:51:46,361 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:51:46,362 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:51:46,362 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:51:46,362 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:51:46,362 Number of trainable parameters: 51425
2024-03-21 03:51:46,363 Number of non-trainable parameters: 0
2024-03-21 03:52:50,749 Epoch 1/300, Train Loss: 5.347782, Val Loss: 2.732219  
	Train = MSE:5.348950 , RMSE:2.312780 , MAE:1.270974 , MAPD:6.661832, R_squared:0.907409  
	Validation = MSE:2.732219 , RMSE:1.652942 , MAE:1.481969 , MAPD:7.282169, R_squared:0.950836

2024-03-21 03:53:47,624 Epoch 2/300, Train Loss: 0.764532, Val Loss: 0.158115  
	Train = MSE:0.764721 , RMSE:0.874483 , MAE:0.652205 , MAPD:3.348102, R_squared:0.986763  
	Validation = MSE:0.158115 , RMSE:0.397637 , MAE:0.293885 , MAPD:1.622167, R_squared:0.997155

2024-03-21 03:54:46,692 Epoch 3/300, Train Loss: 0.587332, Val Loss: 0.224757  
	Train = MSE:0.587454 , RMSE:0.766455 , MAE:0.568871 , MAPD:2.881520, R_squared:0.989831  
	Validation = MSE:0.224757 , RMSE:0.474085 , MAE:0.396304 , MAPD:2.176584, R_squared:0.995956

2024-03-21 03:55:44,410 Epoch 4/300, Train Loss: 0.392623, Val Loss: 0.143905  
	Train = MSE:0.392619 , RMSE:0.626593 , MAE:0.477358 , MAPD:2.450106, R_squared:0.993204  
	Validation = MSE:0.143905 , RMSE:0.379349 , MAE:0.282939 , MAPD:1.564417, R_squared:0.997411

2024-03-21 03:56:43,404 Epoch 5/300, Train Loss: 0.703170, Val Loss: 0.852884  
	Train = MSE:0.703269 , RMSE:0.838611 , MAE:0.567305 , MAPD:2.892112, R_squared:0.987826  
	Validation = MSE:0.852884 , RMSE:0.923517 , MAE:0.852701 , MAPD:4.853848, R_squared:0.984653

2024-03-21 03:57:39,380 Epoch 6/300, Train Loss: 0.360998, Val Loss: 0.305179  
	Train = MSE:0.360945 , RMSE:0.600787 , MAE:0.450412 , MAPD:2.311651, R_squared:0.993752  
	Validation = MSE:0.305179 , RMSE:0.552430 , MAE:0.439572 , MAPD:2.588765, R_squared:0.994509

2024-03-21 03:58:34,826 Epoch 7/300, Train Loss: 0.334674, Val Loss: 0.132450  
	Train = MSE:0.334722 , RMSE:0.578552 , MAE:0.441237 , MAPD:2.267886, R_squared:0.994206  
	Validation = MSE:0.132450 , RMSE:0.363937 , MAE:0.282727 , MAPD:1.503375, R_squared:0.997617

2024-03-21 03:59:31,950 Epoch 8/300, Train Loss: 0.327727, Val Loss: 0.155054  
	Train = MSE:0.327784 , RMSE:0.572524 , MAE:0.422693 , MAPD:2.145713, R_squared:0.994326  
	Validation = MSE:0.155054 , RMSE:0.393769 , MAE:0.294721 , MAPD:1.525850, R_squared:0.997210

2024-03-21 04:00:26,083 Epoch 9/300, Train Loss: 0.268255, Val Loss: 0.392041  
	Train = MSE:0.268285 , RMSE:0.517962 , MAE:0.385229 , MAPD:1.974606, R_squared:0.995356  
	Validation = MSE:0.392041 , RMSE:0.626132 , MAE:0.550657 , MAPD:2.957874, R_squared:0.992946

2024-03-21 04:01:26,871 Epoch 10/300, Train Loss: 0.258770, Val Loss: 0.254069  
	Train = MSE:0.258778 , RMSE:0.508703 , MAE:0.372595 , MAPD:1.923559, R_squared:0.995521  
	Validation = MSE:0.254069 , RMSE:0.504053 , MAE:0.396445 , MAPD:1.925114, R_squared:0.995428

2024-03-21 04:02:34,457 Epoch 11/300, Train Loss: 0.278387, Val Loss: 0.426138  
	Train = MSE:0.278286 , RMSE:0.527529 , MAE:0.393702 , MAPD:2.010933, R_squared:0.995183  
	Validation = MSE:0.426138 , RMSE:0.652793 , MAE:0.573575 , MAPD:3.221614, R_squared:0.992332

2024-03-21 04:03:38,620 Epoch 12/300, Train Loss: 0.246291, Val Loss: 0.127837  
	Train = MSE:0.246321 , RMSE:0.496307 , MAE:0.378860 , MAPD:1.937635, R_squared:0.995736  
	Validation = MSE:0.127837 , RMSE:0.357543 , MAE:0.269510 , MAPD:1.421093, R_squared:0.997700

2024-03-21 04:04:44,836 Epoch 13/300, Train Loss: 0.305330, Val Loss: 0.083993  
	Train = MSE:0.305421 , RMSE:0.552649 , MAE:0.415294 , MAPD:2.108096, R_squared:0.994713  
	Validation = MSE:0.083993 , RMSE:0.289816 , MAE:0.208183 , MAPD:1.102392, R_squared:0.998489

2024-03-21 04:05:51,546 Epoch 14/300, Train Loss: 0.202074, Val Loss: 0.155460  
	Train = MSE:0.202123 , RMSE:0.449581 , MAE:0.338271 , MAPD:1.736615, R_squared:0.996501  
	Validation = MSE:0.155460 , RMSE:0.394284 , MAE:0.284736 , MAPD:1.432503, R_squared:0.997203

2024-03-21 04:06:57,256 Epoch 15/300, Train Loss: 0.236590, Val Loss: 0.135879  
	Train = MSE:0.236626 , RMSE:0.486443 , MAE:0.354326 , MAPD:1.824781, R_squared:0.995904  
	Validation = MSE:0.135879 , RMSE:0.368618 , MAE:0.290529 , MAPD:1.630259, R_squared:0.997555

2024-03-21 04:08:06,427 Epoch 16/300, Train Loss: 0.303701, Val Loss: 0.151867  
	Train = MSE:0.303761 , RMSE:0.551145 , MAE:0.403039 , MAPD:2.046796, R_squared:0.994742  
	Validation = MSE:0.151867 , RMSE:0.389701 , MAE:0.296306 , MAPD:1.594214, R_squared:0.997267

2024-03-21 04:09:17,840 Epoch 17/300, Train Loss: 0.191971, Val Loss: 0.150029  
	Train = MSE:0.192016 , RMSE:0.438196 , MAE:0.334169 , MAPD:1.708211, R_squared:0.996676  
	Validation = MSE:0.150029 , RMSE:0.387336 , MAE:0.297633 , MAPD:1.508226, R_squared:0.997300

2024-03-21 04:10:25,250 Epoch 18/300, Train Loss: 0.151940, Val Loss: 0.327015  
	Train = MSE:0.151934 , RMSE:0.389787 , MAE:0.298090 , MAPD:1.541513, R_squared:0.997370  
	Validation = MSE:0.327015 , RMSE:0.571852 , MAE:0.503111 , MAPD:2.554502, R_squared:0.994116

2024-03-21 04:11:34,405 Epoch 19/300, Train Loss: 0.218751, Val Loss: 0.115628  
	Train = MSE:0.218778 , RMSE:0.467737 , MAE:0.351872 , MAPD:1.796253, R_squared:0.996213  
	Validation = MSE:0.115628 , RMSE:0.340041 , MAE:0.246040 , MAPD:1.211172, R_squared:0.997919

2024-03-21 04:12:40,461 Epoch 20/300, Train Loss: 0.218196, Val Loss: 0.151120  
	Train = MSE:0.218190 , RMSE:0.467108 , MAE:0.354706 , MAPD:1.808694, R_squared:0.996223  
	Validation = MSE:0.151120 , RMSE:0.388742 , MAE:0.337200 , MAPD:1.918936, R_squared:0.997281

2024-03-21 04:13:44,957 Epoch 21/300, Train Loss: 0.197686, Val Loss: 0.237084  
	Train = MSE:0.197736 , RMSE:0.444675 , MAE:0.333007 , MAPD:1.688471, R_squared:0.996577  
