2024-03-21 03:39:33,837 train batches in dataset: 3199
2024-03-21 03:39:33,838 val batches in dataset: 400
2024-03-21 03:39:33,838 test batches in dataset: 400
2024-03-21 03:39:33,867 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:33,898 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,092 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,096 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,099 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,100 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,102 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,108 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,108 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,109 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,109 Number of trainable parameters: 51425
2024-03-21 03:39:34,109 Number of non-trainable parameters: 0
2024-03-21 03:39:54,831 Epoch 1/300, Train Loss: 52.928649, Val Loss: 56.913485  
	Train = MSE:52.928650 , RMSE:7.275208 , MAE:4.977632 , MAPD:25.673458, R_squared:0.083796  
	Validation = MSE:56.913486 , RMSE:7.544103 , MAE:6.375143 , MAPD:36.264492, R_squared:-0.024104

2024-03-21 03:40:13,789 Epoch 2/300, Train Loss: 58.264529, Val Loss: 56.380975  
	Train = MSE:58.264530 , RMSE:7.633121 , MAE:6.252594 , MAPD:33.597123, R_squared:-0.008569  
	Validation = MSE:56.380970 , RMSE:7.508726 , MAE:6.285523 , MAPD:35.402868, R_squared:-0.014522

2024-03-21 03:40:30,675 Epoch 3/300, Train Loss: 58.262929, Val Loss: 57.203667  
	Train = MSE:58.262928 , RMSE:7.633016 , MAE:6.236003 , MAPD:33.535800, R_squared:-0.008541  
	Validation = MSE:57.203671 , RMSE:7.563311 , MAE:6.417467 , MAPD:36.666108, R_squared:-0.029325

2024-03-21 03:40:47,159 Epoch 4/300, Train Loss: 58.228862, Val Loss: 55.652898  
	Train = MSE:58.228859 , RMSE:7.630784 , MAE:6.248077 , MAPD:33.577708, R_squared:-0.007952  
	Validation = MSE:55.652901 , RMSE:7.460087 , MAE:6.091165 , MAPD:33.441488, R_squared:-0.001421

2024-03-21 03:41:02,886 Epoch 5/300, Train Loss: 58.159400, Val Loss: 55.601341  
	Train = MSE:58.159397 , RMSE:7.626231 , MAE:6.242688 , MAPD:33.527780, R_squared:-0.006749  
	Validation = MSE:55.601337 , RMSE:7.456630 , MAE:5.984916 , MAPD:32.190903, R_squared:-0.000493

2024-03-21 03:41:20,472 Epoch 6/300, Train Loss: 58.321898, Val Loss: 58.094038  
	Train = MSE:58.321896 , RMSE:7.636878 , MAE:6.231613 , MAPD:33.398410, R_squared:-0.009562  
	Validation = MSE:58.094040 , RMSE:7.621944 , MAE:6.529861 , MAPD:37.722811, R_squared:-0.045347

2024-03-21 03:41:36,405 Epoch 7/300, Train Loss: 58.270187, Val Loss: 55.987317  
	Train = MSE:58.270187 , RMSE:7.633491 , MAE:6.248082 , MAPD:33.585480, R_squared:-0.008667  
	Validation = MSE:55.987316 , RMSE:7.482467 , MAE:6.200983 , MAPD:34.571503, R_squared:-0.007438

2024-03-21 03:41:53,068 Epoch 8/300, Train Loss: 58.047668, Val Loss: 56.542587  
	Train = MSE:58.047665 , RMSE:7.618902 , MAE:6.240419 , MAPD:33.534337, R_squared:-0.004815  
	Validation = MSE:56.542587 , RMSE:7.519481 , MAE:6.315135 , MAPD:35.688004, R_squared:-0.017430

2024-03-21 03:42:08,937 Epoch 9/300, Train Loss: 58.178161, Val Loss: 56.048378  
	Train = MSE:58.178162 , RMSE:7.627461 , MAE:6.241899 , MAPD:33.528995, R_squared:-0.007074  
	Validation = MSE:56.048378 , RMSE:7.486547 , MAE:6.215883 , MAPD:34.719424, R_squared:-0.008537

2024-03-21 03:42:24,499 Epoch 10/300, Train Loss: 58.108474, Val Loss: 55.573960  
	Train = MSE:58.108471 , RMSE:7.622891 , MAE:6.235466 , MAPD:33.528970, R_squared:-0.005868  
	Validation = MSE:55.573959 , RMSE:7.454794 , MAE:6.022291 , MAPD:32.649918, R_squared:-0.000000

2024-03-21 03:42:42,612 Epoch 11/300, Train Loss: 58.297544, Val Loss: 56.372424  
	Train = MSE:58.297543 , RMSE:7.635283 , MAE:6.231455 , MAPD:33.440772, R_squared:-0.009140  
	Validation = MSE:56.372421 , RMSE:7.508157 , MAE:6.283900 , MAPD:35.387130, R_squared:-0.014368

2024-03-21 03:43:00,813 Epoch 12/300, Train Loss: 58.181441, Val Loss: 55.764341  
	Train = MSE:58.181442 , RMSE:7.627676 , MAE:6.239303 , MAPD:33.512722, R_squared:-0.007131  
	Validation = MSE:55.764339 , RMSE:7.467553 , MAE:6.136863 , MAPD:33.919530, R_squared:-0.003426

2024-03-21 03:43:17,290 Epoch 13/300, Train Loss: 58.046090, Val Loss: 55.807255  
	Train = MSE:58.046093 , RMSE:7.618799 , MAE:6.236027 , MAPD:33.492857, R_squared:-0.004788  
	Validation = MSE:55.807255 , RMSE:7.470425 , MAE:6.151100 , MAPD:34.065626, R_squared:-0.004198

2024-03-21 03:43:34,068 Epoch 14/300, Train Loss: 58.226651, Val Loss: 56.330612  
	Train = MSE:58.226654 , RMSE:7.630639 , MAE:6.246663 , MAPD:33.534643, R_squared:-0.007913  
	Validation = MSE:56.330612 , RMSE:7.505372 , MAE:6.275946 , MAPD:35.309441, R_squared:-0.013615

2024-03-21 03:43:49,790 Epoch 15/300, Train Loss: 58.225879, Val Loss: 55.582006  
	Train = MSE:58.225880 , RMSE:7.630589 , MAE:6.243484 , MAPD:33.575121, R_squared:-0.007900  
	Validation = MSE:55.582001 , RMSE:7.455334 , MAE:6.042339 , MAPD:32.889506, R_squared:-0.000145

2024-03-21 03:44:06,947 Epoch 16/300, Train Loss: 57.973069, Val Loss: 55.606127  
