2024-03-21 03:39:33,863 train batches in dataset: 1600
2024-03-21 03:39:33,864 val batches in dataset: 200
2024-03-21 03:39:33,864 test batches in dataset: 200
2024-03-21 03:39:33,876 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:33,897 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:33,992 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,023 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,024 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,037 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,045 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,090 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,094 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,097 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,105 Number of trainable parameters: 51425
2024-03-21 03:39:34,105 Number of non-trainable parameters: 0
2024-03-21 03:43:31,536 Epoch 1/300, Train Loss: 11.262863, Val Loss: 2.482841  
	Train = MSE:11.262497 , RMSE:3.355964 , MAE:1.942759 , MAPD:9.638901, R_squared:0.805044  
	Validation = MSE:2.482841 , RMSE:1.575703 , MAE:1.148256 , MAPD:4.956441, R_squared:0.955324

2024-03-21 03:47:29,151 Epoch 2/300, Train Loss: 2.425184, Val Loss: 0.497545  
	Train = MSE:2.425880 , RMSE:1.557524 , MAE:1.014820 , MAPD:5.201772, R_squared:0.958008  
	Validation = MSE:0.497545 , RMSE:0.705369 , MAE:0.554590 , MAPD:2.964403, R_squared:0.991047

2024-03-21 03:51:51,737 Epoch 3/300, Train Loss: 1.271536, Val Loss: 0.644009  
	Train = MSE:1.271859 , RMSE:1.127767 , MAE:0.816835 , MAPD:4.242665, R_squared:0.977984  
	Validation = MSE:0.644009 , RMSE:0.802502 , MAE:0.649001 , MAPD:3.671569, R_squared:0.988412

2024-03-21 03:55:43,715 Epoch 4/300, Train Loss: 1.301022, Val Loss: 0.634101  
	Train = MSE:1.301134 , RMSE:1.140672 , MAE:0.800882 , MAPD:4.156392, R_squared:0.977477  
	Validation = MSE:0.634101 , RMSE:0.796305 , MAE:0.629805 , MAPD:3.310261, R_squared:0.988590

2024-03-21 03:59:27,253 Epoch 5/300, Train Loss: 1.997116, Val Loss: 0.332746  
	Train = MSE:1.997703 , RMSE:1.413401 , MAE:0.969715 , MAPD:5.077780, R_squared:0.965419  
	Validation = MSE:0.332746 , RMSE:0.576841 , MAE:0.444857 , MAPD:2.474578, R_squared:0.994013

2024-03-21 04:03:27,418 Epoch 6/300, Train Loss: 1.604411, Val Loss: 2.348897  
	Train = MSE:1.604823 , RMSE:1.266816 , MAE:0.815179 , MAPD:4.300653, R_squared:0.972220  
	Validation = MSE:2.348897 , RMSE:1.532611 , MAE:1.227793 , MAPD:6.565005, R_squared:0.957734

2024-03-21 04:07:51,652 Epoch 7/300, Train Loss: 20.877212, Val Loss: 54.963269  
	Train = MSE:20.883638 , RMSE:4.569862 , MAE:3.433215 , MAPD:18.794214, R_squared:0.638501  
	Validation = MSE:54.963268 , RMSE:7.413722 , MAE:6.140947 , MAPD:33.959237, R_squared:0.010989

2024-03-21 04:12:22,481 Epoch 8/300, Train Loss: 58.519834, Val Loss: 56.379098  
	Train = MSE:58.528847 , RMSE:7.650415 , MAE:6.191205 , MAPD:32.806541, R_squared:-0.013144  
	Validation = MSE:56.379097 , RMSE:7.508602 , MAE:6.285169 , MAPD:35.399421, R_squared:-0.014488

2024-03-21 04:16:41,429 Epoch 9/300, Train Loss: 58.012931, Val Loss: 55.652842  
