2024-03-21 03:39:34,088 train batches in dataset: 7
2024-03-21 03:39:34,088 val batches in dataset: 1
2024-03-21 03:39:34,088 test batches in dataset: 1
2024-03-21 03:39:34,097 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:34,101 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,111 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,112 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,320 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,322 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,325 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,331 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,341 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,345 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,363 Number of trainable parameters: 51425
2024-03-21 03:39:34,363 Number of non-trainable parameters: 0
2024-03-21 03:39:37,910 Epoch 1/300, Train Loss: 4810.666914, Val Loss: 569.180115  
	Train = MSE:5380.591309 , RMSE:73.352516 , MAE:44.476627 , MAPD:234.708940, R_squared:-92.138957  
	Validation = MSE:569.180054 , RMSE:23.857494 , MAE:23.419960 , MAPD:136.769165, R_squared:-9.241851

2024-03-21 03:39:40,389 Epoch 2/300, Train Loss: 229.465918, Val Loss: 162.653137  
	Train = MSE:226.421890 , RMSE:15.047321 , MAE:12.554828 , MAPD:62.180201, R_squared:-2.919401  
	Validation = MSE:162.653137 , RMSE:12.753554 , MAE:10.542588 , MAPD:46.455999, R_squared:-1.926788

2024-03-21 03:39:41,429 Epoch 3/300, Train Loss: 97.880947, Val Loss: 35.583252  
	Train = MSE:102.169373 , RMSE:10.107886 , MAE:8.358677 , MAPD:45.188564, R_squared:-0.768569  
	Validation = MSE:35.583252 , RMSE:5.965170 , MAE:4.961749 , MAPD:27.796700, R_squared:0.359713

2024-03-21 03:39:42,170 Epoch 4/300, Train Loss: 52.675924, Val Loss: 28.346664  
	Train = MSE:56.379650 , RMSE:7.508638 , MAE:5.773500 , MAPD:25.511681, R_squared:0.024059  
	Validation = MSE:28.346664 , RMSE:5.324159 , MAE:4.714694 , MAPD:30.674589, R_squared:0.489929

2024-03-21 03:39:43,915 Epoch 5/300, Train Loss: 22.704611, Val Loss: 16.984886  
	Train = MSE:23.134573 , RMSE:4.809841 , MAE:4.046085 , MAPD:24.763875, R_squared:0.599537  
	Validation = MSE:16.984886 , RMSE:4.121273 , MAE:3.573150 , MAPD:18.258654, R_squared:0.694373

2024-03-21 03:39:44,556 Epoch 6/300, Train Loss: 14.077903, Val Loss: 9.093912  
	Train = MSE:14.394961 , RMSE:3.794069 , MAE:3.093338 , MAPD:16.919908, R_squared:0.750821  
	Validation = MSE:9.093914 , RMSE:3.015612 , MAE:2.531070 , MAPD:14.601719, R_squared:0.836364

2024-03-21 03:39:45,227 Epoch 7/300, Train Loss: 9.519950, Val Loss: 7.576116  
	Train = MSE:9.994317 , RMSE:3.161379 , MAE:2.661801 , MAPD:14.921542, R_squared:0.826997  
	Validation = MSE:7.576116 , RMSE:2.752475 , MAE:2.098199 , MAPD:13.195295, R_squared:0.863675

2024-03-21 03:39:45,880 Epoch 8/300, Train Loss: 5.497354, Val Loss: 3.168877  
	Train = MSE:5.558454 , RMSE:2.357637 , MAE:1.772581 , MAPD:10.556281, R_squared:0.903782  
	Validation = MSE:3.168877 , RMSE:1.780134 , MAE:1.319307 , MAPD:7.409774, R_squared:0.942979

2024-03-21 03:39:46,567 Epoch 9/300, Train Loss: 2.994583, Val Loss: 2.397050  
	Train = MSE:3.128683 , RMSE:1.768808 , MAE:1.425602 , MAPD:8.638806, R_squared:0.945842  
	Validation = MSE:2.397050 , RMSE:1.548241 , MAE:1.344508 , MAPD:7.119652, R_squared:0.956867

2024-03-21 03:39:47,477 Epoch 10/300, Train Loss: 4.695953, Val Loss: 5.484495  
	Train = MSE:4.960012 , RMSE:2.227108 , MAE:1.776003 , MAPD:8.965581, R_squared:0.914141  
	Validation = MSE:5.484495 , RMSE:2.341900 , MAE:2.197102 , MAPD:11.835592, R_squared:0.901312

2024-03-21 03:39:48,175 Epoch 11/300, Train Loss: 2.647086, Val Loss: 1.143252  
	Train = MSE:2.859961 , RMSE:1.691142 , MAE:1.439307 , MAPD:7.659390, R_squared:0.950494  
	Validation = MSE:1.143252 , RMSE:1.069229 , MAE:0.830602 , MAPD:4.002145, R_squared:0.979428

2024-03-21 03:39:50,172 Epoch 12/300, Train Loss: 1.728320, Val Loss: 0.460498  
	Train = MSE:1.707126 , RMSE:1.306570 , MAE:1.043405 , MAPD:5.232389, R_squared:0.970449  
	Validation = MSE:0.460498 , RMSE:0.678600 , MAE:0.525177 , MAPD:2.968648, R_squared:0.991714

2024-03-21 03:39:50,855 Epoch 13/300, Train Loss: 0.975275, Val Loss: 0.637146  
	Train = MSE:0.977531 , RMSE:0.988702 , MAE:0.782673 , MAPD:4.013134, R_squared:0.983079  
	Validation = MSE:0.637146 , RMSE:0.798214 , MAE:0.597282 , MAPD:3.169246, R_squared:0.988535

2024-03-21 03:39:51,515 Epoch 14/300, Train Loss: 0.682342, Val Loss: 0.521948  
	Train = MSE:0.665840 , RMSE:0.815990 , MAE:0.630925 , MAPD:3.298551, R_squared:0.988474  
	Validation = MSE:0.521948 , RMSE:0.722459 , MAE:0.575937 , MAPD:3.297426, R_squared:0.990608

2024-03-21 03:39:52,384 Epoch 15/300, Train Loss: 0.490566, Val Loss: 0.423990  
	Train = MSE:0.499358 , RMSE:0.706653 , MAE:0.540847 , MAPD:2.867851, R_squared:0.991356  
	Validation = MSE:0.423990 , RMSE:0.651145 , MAE:0.512594 , MAPD:2.927610, R_squared:0.992371

2024-03-21 03:39:53,138 Epoch 16/300, Train Loss: 0.407358, Val Loss: 0.356097  
	Train = MSE:0.418053 , RMSE:0.646570 , MAE:0.493626 , MAPD:2.651166, R_squared:0.992763  
	Validation = MSE:0.356097 , RMSE:0.596738 , MAE:0.456271 , MAPD:2.549200, R_squared:0.993592

2024-03-21 03:39:54,166 Epoch 17/300, Train Loss: 0.405109, Val Loss: 0.311884  
	Train = MSE:0.390818 , RMSE:0.625154 , MAE:0.471277 , MAPD:2.527061, R_squared:0.993235  
	Validation = MSE:0.311884 , RMSE:0.558466 , MAE:0.434152 , MAPD:2.500770, R_squared:0.994388

2024-03-21 03:39:57,425 Epoch 18/300, Train Loss: 0.336834, Val Loss: 0.268877  
	Train = MSE:0.341842 , RMSE:0.584672 , MAE:0.444349 , MAPD:2.396693, R_squared:0.994083  
	Validation = MSE:0.268877 , RMSE:0.518534 , MAE:0.399408 , MAPD:2.303235, R_squared:0.995162

2024-03-21 03:39:58,184 Epoch 19/300, Train Loss: 0.312062, Val Loss: 0.226986  
	Train = MSE:0.300690 , RMSE:0.548352 , MAE:0.412401 , MAPD:2.248979, R_squared:0.994795  
	Validation = MSE:0.226986 , RMSE:0.476430 , MAE:0.360559 , MAPD:2.067620, R_squared:0.995916

2024-03-21 03:39:59,025 Epoch 20/300, Train Loss: 0.279304, Val Loss: 0.208851  
	Train = MSE:0.273816 , RMSE:0.523274 , MAE:0.393777 , MAPD:2.134742, R_squared:0.995260  
	Validation = MSE:0.208851 , RMSE:0.457003 , MAE:0.353679 , MAPD:2.034824, R_squared:0.996242

2024-03-21 03:39:59,748 Epoch 21/300, Train Loss: 0.247666, Val Loss: 0.191908  
	Train = MSE:0.248509 , RMSE:0.498507 , MAE:0.373912 , MAPD:2.026821, R_squared:0.995698  
	Validation = MSE:0.191908 , RMSE:0.438073 , MAE:0.327920 , MAPD:1.874373, R_squared:0.996547

2024-03-21 03:40:01,597 Epoch 22/300, Train Loss: 0.234872, Val Loss: 0.216768  
	Train = MSE:0.231647 , RMSE:0.481297 , MAE:0.360525 , MAPD:1.960433, R_squared:0.995990  
	Validation = MSE:0.216768 , RMSE:0.465584 , MAE:0.354957 , MAPD:1.965862, R_squared:0.996099

2024-03-21 03:40:02,238 Epoch 23/300, Train Loss: 0.226255, Val Loss: 0.206407  
	Train = MSE:0.225233 , RMSE:0.474587 , MAE:0.355396 , MAPD:1.928747, R_squared:0.996101  
	Validation = MSE:0.206407 , RMSE:0.454321 , MAE:0.345089 , MAPD:1.893467, R_squared:0.996286

2024-03-21 03:40:02,921 Epoch 24/300, Train Loss: 0.197659, Val Loss: 0.170795  
	Train = MSE:0.201474 , RMSE:0.448858 , MAE:0.333302 , MAPD:1.797386, R_squared:0.996512  
	Validation = MSE:0.170795 , RMSE:0.413274 , MAE:0.308826 , MAPD:1.747425, R_squared:0.996927

2024-03-21 03:40:03,744 Epoch 25/300, Train Loss: 0.176230, Val Loss: 0.151895  
	Train = MSE:0.178415 , RMSE:0.422392 , MAE:0.311212 , MAPD:1.691788, R_squared:0.996912  
	Validation = MSE:0.151895 , RMSE:0.389737 , MAE:0.288787 , MAPD:1.638994, R_squared:0.997267

2024-03-21 03:40:04,384 Epoch 26/300, Train Loss: 0.173592, Val Loss: 0.145430  
	Train = MSE:0.172063 , RMSE:0.414804 , MAE:0.306255 , MAPD:1.656020, R_squared:0.997022  
	Validation = MSE:0.145430 , RMSE:0.381353 , MAE:0.286588 , MAPD:1.657248, R_squared:0.997383

2024-03-21 03:40:05,614 Epoch 27/300, Train Loss: 0.167121, Val Loss: 0.133927  
	Train = MSE:0.170301 , RMSE:0.412676 , MAE:0.305184 , MAPD:1.649075, R_squared:0.997052  
	Validation = MSE:0.133927 , RMSE:0.365961 , MAE:0.270813 , MAPD:1.564693, R_squared:0.997590

2024-03-21 03:40:06,364 Epoch 28/300, Train Loss: 0.156041, Val Loss: 0.131723  
