2024-03-21 03:39:33,619 train batches in dataset: 1600
2024-03-21 03:39:33,619 val batches in dataset: 200
2024-03-21 03:39:33,619 test batches in dataset: 200
2024-03-21 03:39:33,631 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:33,669 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:33,673 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:33,680 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:33,691 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:33,693 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:33,701 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:33,714 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:33,725 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:33,750 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:33,755 Number of trainable parameters: 51425
2024-03-21 03:39:33,755 Number of non-trainable parameters: 0
2024-03-21 03:43:31,621 Epoch 1/300, Train Loss: 5665516.460796, Val Loss: 321.435748  
	Train = MSE:5667287.000000 , RMSE:2380.606445 , MAE:79.806694 , MAPD:380.615262, R_squared:-98100.707128  
	Validation = MSE:321.435760 , RMSE:17.928629 , MAE:16.305269 , MAPD:78.376115, R_squared:-4.783928

2024-03-21 03:47:28,482 Epoch 2/300, Train Loss: 208.121796, Val Loss: 98.177224  
	Train = MSE:208.125504 , RMSE:14.426556 , MAE:12.043864 , MAPD:53.083135, R_squared:-2.602688  
	Validation = MSE:98.177223 , RMSE:9.908442 , MAE:7.247587 , MAPD:30.123319, R_squared:-0.766605

2024-03-21 03:51:51,121 Epoch 3/300, Train Loss: 72.316744, Val Loss: 55.672366  
	Train = MSE:72.321609 , RMSE:8.504211 , MAE:6.319459 , MAPD:28.804553, R_squared:-0.251899  
	Validation = MSE:55.672363 , RMSE:7.461391 , MAE:5.952725 , MAPD:31.791014, R_squared:-0.001771

2024-03-21 03:55:42,937 Epoch 4/300, Train Loss: 57.875034, Val Loss: 55.984775  
	Train = MSE:57.872677 , RMSE:7.607409 , MAE:6.163810 , MAPD:32.761552, R_squared:-0.001786  
	Validation = MSE:55.984776 , RMSE:7.482297 , MAE:6.200349 , MAPD:34.565163, R_squared:-0.007392

2024-03-21 03:59:26,615 Epoch 5/300, Train Loss: 57.880292, Val Loss: 55.864305  
	Train = MSE:57.891792 , RMSE:7.608665 , MAE:6.230440 , MAPD:33.506233, R_squared:-0.002117  
	Validation = MSE:55.864307 , RMSE:7.474243 , MAE:6.168158 , MAPD:34.240510, R_squared:-0.005225

2024-03-21 04:03:26,241 Epoch 6/300, Train Loss: 58.080182, Val Loss: 57.325354  
	Train = MSE:58.046265 , RMSE:7.618810 , MAE:6.221495 , MAPD:33.365612, R_squared:-0.004791  
	Validation = MSE:57.325352 , RMSE:7.571351 , MAE:6.434261 , MAPD:36.824612, R_squared:-0.031515

2024-03-21 04:07:49,830 Epoch 7/300, Train Loss: 58.333285, Val Loss: 55.704521  
	Train = MSE:58.351326 , RMSE:7.638804 , MAE:6.253129 , MAPD:33.623403, R_squared:-0.010071  
	Validation = MSE:55.704521 , RMSE:7.463546 , MAE:6.114456 , MAPD:33.687089, R_squared:-0.002350

2024-03-21 04:12:21,538 Epoch 8/300, Train Loss: 58.387892, Val Loss: 55.732689  
	Train = MSE:58.398190 , RMSE:7.641871 , MAE:6.256701 , MAPD:33.629923, R_squared:-0.010883  
	Validation = MSE:55.732689 , RMSE:7.465433 , MAE:6.125382 , MAPD:33.801267, R_squared:-0.002856

2024-03-21 04:16:40,621 Epoch 9/300, Train Loss: 59.000325, Val Loss: 56.915698  
	Train = MSE:58.935371 , RMSE:7.676938 , MAE:6.265399 , MAPD:33.624206, R_squared:-0.020181  
	Validation = MSE:56.915699 , RMSE:7.544250 , MAE:6.375482 , MAPD:36.267711, R_squared:-0.024143

2024-03-21 04:20:50,193 Epoch 10/300, Train Loss: 58.961018, Val Loss: 55.948287  
	Train = MSE:58.976456 , RMSE:7.679613 , MAE:6.282205 , MAPD:33.756920, R_squared:-0.020893  
	Validation = MSE:55.948292 , RMSE:7.479859 , MAE:6.191084 , MAPD:34.472157, R_squared:-0.006736

2024-03-21 04:25:00,698 Epoch 11/300, Train Loss: 59.484009, Val Loss: 56.816154  
	Train = MSE:59.502155 , RMSE:7.713764 , MAE:6.286242 , MAPD:33.724115, R_squared:-0.029992  
	Validation = MSE:56.816151 , RMSE:7.537649 , MAE:6.360106 , MAPD:36.120979, R_squared:-0.022352

2024-03-21 04:29:09,139 Epoch 12/300, Train Loss: 59.106768, Val Loss: 56.251530  
	Train = MSE:59.040897 , RMSE:7.683807 , MAE:6.279321 , MAPD:33.683578, R_squared:-0.022008  
	Validation = MSE:56.251534 , RMSE:7.500102 , MAE:6.260297 , MAPD:35.156502, R_squared:-0.012192

2024-03-21 04:33:19,273 Epoch 13/300, Train Loss: 58.934831, Val Loss: 56.676071  
	Train = MSE:58.947773 , RMSE:7.677745 , MAE:6.269912 , MAPD:33.659832, R_squared:-0.020396  
	Validation = MSE:56.676075 , RMSE:7.528351 , MAE:6.337777 , MAPD:35.905993, R_squared:-0.019832

2024-03-21 04:37:26,335 Epoch 14/300, Train Loss: 59.269812, Val Loss: 55.585712  
	Train = MSE:59.288223 , RMSE:7.699884 , MAE:6.306269 , MAPD:33.849000, R_squared:-0.026289  
	Validation = MSE:55.585712 , RMSE:7.455583 , MAE:5.997467 , MAPD:32.345624, R_squared:-0.000212

2024-03-21 04:41:36,202 Epoch 15/300, Train Loss: 59.163184, Val Loss: 55.577819  
	Train = MSE:59.169193 , RMSE:7.692152 , MAE:6.264494 , MAPD:33.675947, R_squared:-0.024229  
	Validation = MSE:55.577816 , RMSE:7.455053 , MAE:6.007643 , MAPD:32.471077, R_squared:-0.000070

2024-03-21 04:45:49,812 Epoch 16/300, Train Loss: 58.927811, Val Loss: 55.627298  
	Train = MSE:58.917610 , RMSE:7.675781 , MAE:6.253406 , MAPD:33.561289, R_squared:-0.019874  
	Validation = MSE:55.627300 , RMSE:7.458371 , MAE:6.077269 , MAPD:33.291602, R_squared:-0.000960

2024-03-21 04:49:58,109 Epoch 17/300, Train Loss: 59.150323, Val Loss: 62.897870  
	Train = MSE:59.166595 , RMSE:7.691983 , MAE:6.295751 , MAPD:33.692948, R_squared:-0.024184  
	Validation = MSE:62.897873 , RMSE:7.930818 , MAE:6.976312 , MAPD:41.716491, R_squared:-0.131787

2024-03-21 04:54:06,979 Epoch 18/300, Train Loss: 59.323323, Val Loss: 58.276688  
	Train = MSE:59.230537 , RMSE:7.696138 , MAE:6.293455 , MAPD:33.822011, R_squared:-0.025291  
	Validation = MSE:58.276688 , RMSE:7.633917 , MAE:5.760550 , MAPD:28.703806, R_squared:-0.048633

2024-03-21 04:58:15,864 Epoch 19/300, Train Loss: 59.039236, Val Loss: 57.225743  
	Train = MSE:58.978882 , RMSE:7.679771 , MAE:6.293815 , MAPD:33.769917, R_squared:-0.020935  
	Validation = MSE:57.225742 , RMSE:7.564770 , MAE:6.420526 , MAPD:36.695137, R_squared:-0.029722

2024-03-21 05:02:25,747 Epoch 20/300, Train Loss: 59.068821, Val Loss: 57.672527  
	Train = MSE:59.054371 , RMSE:7.684684 , MAE:6.273795 , MAPD:33.679392, R_squared:-0.022241  
	Validation = MSE:57.672531 , RMSE:7.594244 , MAE:6.479348 , MAPD:37.249428, R_squared:-0.037762

2024-03-21 05:06:41,693 Epoch 21/300, Train Loss: 58.724605, Val Loss: 55.578180  
	Train = MSE:58.739880 , RMSE:7.664195 , MAE:6.249660 , MAPD:33.543414, R_squared:-0.016797  
	Validation = MSE:55.578182 , RMSE:7.455078 , MAE:6.036531 , MAPD:32.820634, R_squared:-0.000076

2024-03-21 05:11:38,959 Epoch 22/300, Train Loss: 58.963560, Val Loss: 60.490710  
	Train = MSE:58.950008 , RMSE:7.677891 , MAE:6.287682 , MAPD:33.738476, R_squared:-0.020435  
	Validation = MSE:60.490707 , RMSE:7.777577 , MAE:6.773569 , MAPD:39.937036, R_squared:-0.088472

2024-03-21 05:15:45,723 Epoch 23/300, Train Loss: 59.373554, Val Loss: 56.000764  
	Train = MSE:59.386578 , RMSE:7.706269 , MAE:6.291815 , MAPD:33.796440, R_squared:-0.027992  
	Validation = MSE:56.000763 , RMSE:7.483366 , MAE:5.882455 , MAPD:30.892461, R_squared:-0.007680

2024-03-21 05:18:59,914 Epoch 24/300, Train Loss: 59.519701, Val Loss: 61.633413  
	Train = MSE:59.529877 , RMSE:7.715561 , MAE:6.308370 , MAPD:33.812410, R_squared:-0.030472  
	Validation = MSE:61.633411 , RMSE:7.850695 , MAE:6.873238 , MAPD:40.818826, R_squared:-0.109034

2024-03-21 05:21:59,274 Epoch 25/300, Train Loss: 59.250612, Val Loss: 56.861063  
	Train = MSE:59.268738 , RMSE:7.698619 , MAE:6.299500 , MAPD:33.877538, R_squared:-0.025952  
	Validation = MSE:56.861065 , RMSE:7.540627 , MAE:6.367089 , MAPD:36.187748, R_squared:-0.023160

2024-03-21 05:24:44,499 Epoch 26/300, Train Loss: 58.853155, Val Loss: 57.940116  
