2024-03-21 05:40:43,610 train batches in dataset: 200
2024-03-21 05:40:43,610 val batches in dataset: 25
2024-03-21 05:40:43,611 test batches in dataset: 25
2024-03-21 05:40:43,624 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 05:40:43,629 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 05:40:43,634 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 05:40:43,641 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 05:40:43,646 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 05:40:43,650 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 05:40:43,656 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 05:40:43,657 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 05:40:43,657 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 05:40:43,657 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 05:40:43,658 Number of trainable parameters: 51425
2024-03-21 05:40:43,658 Number of non-trainable parameters: 0
2024-03-21 05:40:52,967 Epoch 1/300, Train Loss: 99.702398, Val Loss: 7.802762  
	Train = MSE:99.732010 , RMSE:9.986591 , MAE:7.241952 , MAPD:36.502275, R_squared:-0.726378  
	Validation = MSE:7.802763 , RMSE:2.793343 , MAE:2.329892 , MAPD:14.194541, R_squared:0.859597

2024-03-21 05:41:04,031 Epoch 2/300, Train Loss: 1.852210, Val Loss: 0.567458  
	Train = MSE:1.852512 , RMSE:1.361070 , MAE:1.012393 , MAPD:5.825264, R_squared:0.967933  
	Validation = MSE:0.567458 , RMSE:0.753298 , MAE:0.588793 , MAPD:3.178432, R_squared:0.989789

2024-03-21 05:41:12,858 Epoch 3/300, Train Loss: 0.459520, Val Loss: 0.256922  
	Train = MSE:0.459586 , RMSE:0.677928 , MAE:0.518272 , MAPD:2.728221, R_squared:0.992044  
	Validation = MSE:0.256922 , RMSE:0.506875 , MAE:0.387543 , MAPD:2.089766, R_squared:0.995377

2024-03-21 05:41:21,919 Epoch 4/300, Train Loss: 0.265941, Val Loss: 0.229067  
	Train = MSE:0.265962 , RMSE:0.515715 , MAE:0.387792 , MAPD:2.023481, R_squared:0.995396  
	Validation = MSE:0.229067 , RMSE:0.478609 , MAE:0.377918 , MAPD:2.060424, R_squared:0.995878

2024-03-21 05:41:30,724 Epoch 5/300, Train Loss: 0.187578, Val Loss: 0.136155  
	Train = MSE:0.187573 , RMSE:0.433097 , MAE:0.325394 , MAPD:1.701618, R_squared:0.996753  
	Validation = MSE:0.136155 , RMSE:0.368992 , MAE:0.278522 , MAPD:1.532728, R_squared:0.997550

2024-03-21 05:41:38,917 Epoch 6/300, Train Loss: 0.152490, Val Loss: 0.131875  
	Train = MSE:0.152507 , RMSE:0.390521 , MAE:0.294791 , MAPD:1.545696, R_squared:0.997360  
	Validation = MSE:0.131875 , RMSE:0.363146 , MAE:0.278798 , MAPD:1.586106, R_squared:0.997627

2024-03-21 05:41:48,045 Epoch 7/300, Train Loss: 0.136906, Val Loss: 0.158303  
	Train = MSE:0.136919 , RMSE:0.370026 , MAE:0.276695 , MAPD:1.466867, R_squared:0.997630  
	Validation = MSE:0.158303 , RMSE:0.397873 , MAE:0.323377 , MAPD:1.898163, R_squared:0.997151

2024-03-21 05:41:56,996 Epoch 8/300, Train Loss: 0.124095, Val Loss: 0.102518  
	Train = MSE:0.124111 , RMSE:0.352294 , MAE:0.262527 , MAPD:1.400911, R_squared:0.997852  
	Validation = MSE:0.102518 , RMSE:0.320185 , MAE:0.232955 , MAPD:1.297542, R_squared:0.998155

2024-03-21 05:42:05,309 Epoch 9/300, Train Loss: 0.113539, Val Loss: 0.124642  
	Train = MSE:0.113551 , RMSE:0.336974 , MAE:0.250413 , MAPD:1.339353, R_squared:0.998034  
	Validation = MSE:0.124642 , RMSE:0.353046 , MAE:0.251600 , MAPD:1.417863, R_squared:0.997757

2024-03-21 05:42:14,769 Epoch 10/300, Train Loss: 0.106275, Val Loss: 0.093641  
