2024-03-21 03:39:34,546 train batches in dataset: 25
2024-03-21 03:39:34,547 val batches in dataset: 4
2024-03-21 03:39:34,547 test batches in dataset: 4
2024-03-21 03:39:34,573 Trainable parameter: net_core.0.weight - size: torch.Size([256, 35])
2024-03-21 03:39:34,576 Trainable parameter: net_core.0.bias - size: torch.Size([256])
2024-03-21 03:39:34,577 Trainable parameter: net_core.1.weight - size: torch.Size([128, 256])
2024-03-21 03:39:34,579 Trainable parameter: net_core.1.bias - size: torch.Size([128])
2024-03-21 03:39:34,580 Trainable parameter: net_core.2.weight - size: torch.Size([64, 128])
2024-03-21 03:39:34,581 Trainable parameter: net_core.2.bias - size: torch.Size([64])
2024-03-21 03:39:34,582 Trainable parameter: net_core.3.weight - size: torch.Size([16, 64])
2024-03-21 03:39:34,585 Trainable parameter: net_core.3.bias - size: torch.Size([16])
2024-03-21 03:39:34,588 Trainable parameter: net_core.4.weight - size: torch.Size([1, 16])
2024-03-21 03:39:34,589 Trainable parameter: net_core.4.bias - size: torch.Size([1])
2024-03-21 03:39:34,591 Number of trainable parameters: 51425
2024-03-21 03:39:34,591 Number of non-trainable parameters: 0
2024-03-21 03:39:39,937 Epoch 1/300, Train Loss: 481744480.491635, Val Loss: 630.817261  
	Train = MSE:481895072.000000 , RMSE:21952.109375 , MAE:4403.491699 , MAPD:23700.964741, R_squared:-8341684.593917  
	Validation = MSE:617.522949 , RMSE:24.850010 , MAE:23.866955 , MAPD:122.745799, R_squared:-10.111734

2024-03-21 03:39:44,082 Epoch 2/300, Train Loss: 571.367866, Val Loss: 557.049789  
	Train = MSE:571.353943 , RMSE:23.903011 , MAE:22.659641 , MAPD:111.299651, R_squared:-8.890234  
	Validation = MSE:542.689697 , RMSE:23.295702 , MAE:22.070698 , MAPD:110.835744, R_squared:-8.765181

2024-03-21 03:39:45,802 Epoch 3/300, Train Loss: 566.277236, Val Loss: 557.050491  
	Train = MSE:566.263611 , RMSE:23.796293 , MAE:22.549818 , MAPD:110.643473, R_squared:-8.802120  
	Validation = MSE:542.690369 , RMSE:23.295715 , MAE:22.070713 , MAPD:110.835826, R_squared:-8.765193

2024-03-21 03:39:47,894 Epoch 4/300, Train Loss: 565.602827, Val Loss: 556.024193  
	Train = MSE:565.602783 , RMSE:23.782406 , MAE:22.535206 , MAPD:110.563057, R_squared:-8.790681  
	Validation = MSE:541.673279 , RMSE:23.273876 , MAE:22.047661 , MAPD:110.706037, R_squared:-8.746892

2024-03-21 03:39:49,968 Epoch 5/300, Train Loss: 564.423879, Val Loss: 554.770874  
	Train = MSE:564.438049 , RMSE:23.757904 , MAE:22.509331 , MAPD:110.420245, R_squared:-8.770519  
	Validation = MSE:540.431152 , RMSE:23.247175 , MAE:22.019472 , MAPD:110.547349, R_squared:-8.724542

2024-03-21 03:39:51,811 Epoch 6/300, Train Loss: 563.114517, Val Loss: 553.372528  
	Train = MSE:563.097839 , RMSE:23.729683 , MAE:22.479509 , MAPD:110.255477, R_squared:-8.747320  
	Validation = MSE:539.045471 , RMSE:23.217352 , MAE:21.987986 , MAPD:110.370068, R_squared:-8.699607

2024-03-21 03:39:54,044 Epoch 7/300, Train Loss: 561.613795, Val Loss: 551.847992  
	Train = MSE:561.620605 , RMSE:23.698536 , MAE:22.446611 , MAPD:110.073892, R_squared:-8.721748  
	Validation = MSE:537.534668 , RMSE:23.184793 , MAE:21.953604 , MAPD:110.176494, R_squared:-8.672421

2024-03-21 03:39:58,739 Epoch 8/300, Train Loss: 560.028878, Val Loss: 550.207382  
	Train = MSE:560.018677 , RMSE:23.664713 , MAE:22.410973 , MAPD:109.877909, R_squared:-8.694019  
	Validation = MSE:535.908813 , RMSE:23.149704 , MAE:21.916542 , MAPD:109.967846, R_squared:-8.643166

2024-03-21 03:40:00,895 Epoch 9/300, Train Loss: 558.306982, Val Loss: 548.449112  
	Train = MSE:558.304077 , RMSE:23.628460 , MAE:22.372528 , MAPD:109.664560, R_squared:-8.664338  
	Validation = MSE:534.166504 , RMSE:23.112041 , MAE:21.876759 , MAPD:109.743850, R_squared:-8.611814

2024-03-21 03:40:02,660 Epoch 10/300, Train Loss: 556.456045, Val Loss: 546.588692  
	Train = MSE:556.476135 , RMSE:23.589746 , MAE:22.331589 , MAPD:109.438381, R_squared:-8.632696  
	Validation = MSE:532.322876 , RMSE:23.072123 , MAE:21.834583 , MAPD:109.506394, R_squared:-8.578641

2024-03-21 03:40:04,411 Epoch 11/300, Train Loss: 554.550453, Val Loss: 544.633415  
	Train = MSE:554.543091 , RMSE:23.548738 , MAE:22.288349 , MAPD:109.200555, R_squared:-8.599234  
	Validation = MSE:530.385376 , RMSE:23.030098 , MAE:21.790171 , MAPD:109.256345, R_squared:-8.543777

2024-03-21 03:40:07,469 Epoch 12/300, Train Loss: 552.508163, Val Loss: 542.584991  
	Train = MSE:552.511169 , RMSE:23.505556 , MAE:22.242952 , MAPD:108.951303, R_squared:-8.564062  
	Validation = MSE:528.355530 , RMSE:22.985985 , MAE:21.743542 , MAPD:108.993837, R_squared:-8.507252

2024-03-21 03:40:10,149 Epoch 13/300, Train Loss: 550.388014, Val Loss: 540.434746  
	Train = MSE:550.388550 , RMSE:23.460361 , MAE:22.195105 , MAPD:108.686464, R_squared:-8.527320  
	Validation = MSE:526.224915 , RMSE:22.939592 , MAE:21.694492 , MAPD:108.717683, R_squared:-8.468913

2024-03-21 03:40:12,107 Epoch 14/300, Train Loss: 548.178801, Val Loss: 538.198990  
	Train = MSE:548.169189 , RMSE:23.413013 , MAE:22.145021 , MAPD:108.410022, R_squared:-8.488902  
	Validation = MSE:524.009583 , RMSE:22.891256 , MAE:21.643373 , MAPD:108.429886, R_squared:-8.429050

2024-03-21 03:40:14,347 Epoch 15/300, Train Loss: 545.852448, Val Loss: 535.874382  
	Train = MSE:545.864014 , RMSE:23.363733 , MAE:22.092873 , MAPD:108.122515, R_squared:-8.448999  
	Validation = MSE:521.706238 , RMSE:22.840889 , MAE:21.590097 , MAPD:108.129938, R_squared:-8.387604

2024-03-21 03:40:16,382 Epoch 16/300, Train Loss: 543.470875, Val Loss: 533.458954  
	Train = MSE:543.475830 , RMSE:23.312569 , MAE:22.038401 , MAPD:107.819231, R_squared:-8.407659  
	Validation = MSE:519.312988 , RMSE:22.788441 , MAE:21.534599 , MAPD:107.817489, R_squared:-8.344540

2024-03-21 03:40:18,439 Epoch 17/300, Train Loss: 541.002012, Val Loss: 530.984001  
	Train = MSE:540.993347 , RMSE:23.259264 , MAE:21.982357 , MAPD:107.512334, R_squared:-8.364686  
	Validation = MSE:516.860840 , RMSE:22.734573 , MAE:21.477589 , MAPD:107.496519, R_squared:-8.300416

2024-03-21 03:40:20,236 Epoch 18/300, Train Loss: 538.431721, Val Loss: 528.422745  
	Train = MSE:538.442383 , RMSE:23.204361 , MAE:21.924244 , MAPD:107.191337, R_squared:-8.320530  
	Validation = MSE:514.323181 , RMSE:22.678694 , MAE:21.418432 , MAPD:107.163459, R_squared:-8.254754

2024-03-21 03:40:22,126 Epoch 19/300, Train Loss: 535.820349, Val Loss: 525.784637  
	Train = MSE:535.811096 , RMSE:23.147594 , MAE:21.864176 , MAPD:106.860085, R_squared:-8.274981  
	Validation = MSE:511.709503 , RMSE:22.620996 , MAE:21.357328 , MAPD:106.819446, R_squared:-8.207722

2024-03-21 03:40:24,419 Epoch 20/300, Train Loss: 533.118424, Val Loss: 523.077957  
	Train = MSE:533.101746 , RMSE:23.088997 , MAE:21.802214 , MAPD:106.518179, R_squared:-8.228082  
	Validation = MSE:509.027924 , RMSE:22.561647 , MAE:21.294458 , MAPD:106.465481, R_squared:-8.159470

2024-03-21 03:40:27,781 Epoch 21/300, Train Loss: 530.310002, Val Loss: 520.292007  
	Train = MSE:530.324280 , RMSE:23.028770 , MAE:21.738382 , MAPD:106.166161, R_squared:-8.180004  
	Validation = MSE:506.267883 , RMSE:22.500397 , MAE:21.229551 , MAPD:106.100059, R_squared:-8.109806

2024-03-21 03:40:31,011 Epoch 22/300, Train Loss: 527.493165, Val Loss: 517.435875  
	Train = MSE:527.473083 , RMSE:22.966782 , MAE:21.672501 , MAPD:105.802016, R_squared:-8.130649  
	Validation = MSE:503.438446 , RMSE:22.437433 , MAE:21.162807 , MAPD:105.724288, R_squared:-8.058893

2024-03-21 03:40:33,043 Epoch 23/300, Train Loss: 524.540570, Val Loss: 514.525467  
	Train = MSE:524.547058 , RMSE:22.902992 , MAE:21.605145 , MAPD:105.431201, R_squared:-8.079998  
	Validation = MSE:500.555298 , RMSE:22.373093 , MAE:21.094582 , MAPD:105.340159, R_squared:-8.007013

2024-03-21 03:40:34,853 Epoch 24/300, Train Loss: 521.573622, Val Loss: 511.541458  
	Train = MSE:521.562134 , RMSE:22.837734 , MAE:21.535934 , MAPD:105.049631, R_squared:-8.028329  
	Validation = MSE:497.599304 , RMSE:22.306934 , MAE:21.024399 , MAPD:104.945031, R_squared:-7.953823

2024-03-21 03:40:36,903 Epoch 25/300, Train Loss: 518.511182, Val Loss: 508.489777  
	Train = MSE:518.510132 , RMSE:22.770817 , MAE:21.464867 , MAPD:104.656746, R_squared:-7.975499  
	Validation = MSE:494.576416 , RMSE:22.239075 , MAE:20.952387 , MAPD:104.539593, R_squared:-7.899429

2024-03-21 03:40:39,726 Epoch 26/300, Train Loss: 515.403315, Val Loss: 505.386192  
	Train = MSE:515.388855 , RMSE:22.702177 , MAE:21.392151 , MAPD:104.256068, R_squared:-7.921469  
	Validation = MSE:491.502197 , RMSE:22.169849 , MAE:20.878897 , MAPD:104.125833, R_squared:-7.844111

2024-03-21 03:40:42,061 Epoch 27/300, Train Loss: 512.212236, Val Loss: 502.205078  
	Train = MSE:512.216614 , RMSE:22.632202 , MAE:21.317610 , MAPD:103.843590, R_squared:-7.866557  
	Validation = MSE:488.351257 , RMSE:22.098671 , MAE:20.803301 , MAPD:103.700236, R_squared:-7.787413

2024-03-21 03:40:43,905 Epoch 28/300, Train Loss: 508.967065, Val Loss: 498.981506  
	Train = MSE:508.970703 , RMSE:22.560379 , MAE:21.241516 , MAPD:103.424490, R_squared:-7.810370  
	Validation = MSE:485.158356 , RMSE:22.026310 , MAE:20.726421 , MAPD:103.267388, R_squared:-7.729961

2024-03-21 03:40:46,052 Epoch 29/300, Train Loss: 505.669155, Val Loss: 495.692131  
	Train = MSE:505.676270 , RMSE:22.487247 , MAE:21.163679 , MAPD:102.993764, R_squared:-7.753342  
	Validation = MSE:481.900482 , RMSE:21.952232 , MAE:20.647676 , MAPD:102.824067, R_squared:-7.671338

2024-03-21 03:40:48,043 Epoch 30/300, Train Loss: 502.304043, Val Loss: 492.354950  
	Train = MSE:502.318298 , RMSE:22.412458 , MAE:21.084240 , MAPD:102.556040, R_squared:-7.695215  
	Validation = MSE:478.595306 , RMSE:21.876822 , MAE:20.567486 , MAPD:102.372577, R_squared:-7.611865

2024-03-21 03:40:50,128 Epoch 31/300, Train Loss: 498.906895, Val Loss: 488.963089  
	Train = MSE:498.908264 , RMSE:22.336254 , MAE:21.003242 , MAPD:102.109077, R_squared:-7.636186  
	Validation = MSE:475.236176 , RMSE:21.799911 , MAE:20.485659 , MAPD:101.911897, R_squared:-7.551419

2024-03-21 03:40:54,074 Epoch 32/300, Train Loss: 495.454369, Val Loss: 485.523567  
	Train = MSE:495.442017 , RMSE:22.258528 , MAE:20.920692 , MAPD:101.654344, R_squared:-7.576185  
	Validation = MSE:471.829956 , RMSE:21.721647 , MAE:20.402351 , MAPD:101.442881, R_squared:-7.490128

2024-03-21 03:40:56,115 Epoch 33/300, Train Loss: 491.936909, Val Loss: 482.023125  
	Train = MSE:491.929169 , RMSE:22.179476 , MAE:20.836533 , MAPD:101.189380, R_squared:-7.515377  
	Validation = MSE:468.363464 , RMSE:21.641706 , MAE:20.317223 , MAPD:100.963595, R_squared:-7.427752

2024-03-21 03:40:57,840 Epoch 34/300, Train Loss: 488.369504, Val Loss: 478.472260  
	Train = MSE:488.362030 , RMSE:22.098915 , MAE:20.750572 , MAPD:100.714106, R_squared:-7.453630  
	Validation = MSE:464.847260 , RMSE:21.560316 , MAE:20.230507 , MAPD:100.475370, R_squared:-7.364482

2024-03-21 03:40:59,619 Epoch 35/300, Train Loss: 484.740677, Val Loss: 474.877434  
	Train = MSE:484.743683 , RMSE:22.016895 , MAE:20.663185 , MAPD:100.232505, R_squared:-7.390995  
	Validation = MSE:461.287689 , RMSE:21.477610 , MAE:20.142338 , MAPD:99.978982, R_squared:-7.300430

2024-03-21 03:41:01,332 Epoch 36/300, Train Loss: 481.080059, Val Loss: 471.244568  
	Train = MSE:481.075562 , RMSE:21.933435 , MAE:20.574492 , MAPD:99.743955, R_squared:-7.327500  
	Validation = MSE:457.690582 , RMSE:21.393703 , MAE:20.052845 , MAPD:99.475140, R_squared:-7.235703

2024-03-21 03:41:03,309 Epoch 37/300, Train Loss: 477.364452, Val Loss: 467.562225  
	Train = MSE:477.366211 , RMSE:21.848711 , MAE:20.484203 , MAPD:99.246445, R_squared:-7.263290  
	Validation = MSE:454.044617 , RMSE:21.308323 , MAE:19.961729 , MAPD:98.962157, R_squared:-7.170098

2024-03-21 03:41:06,104 Epoch 38/300, Train Loss: 473.610526, Val Loss: 463.830284  
	Train = MSE:473.612488 , RMSE:21.762640 , MAE:20.392227 , MAPD:98.737941, R_squared:-7.198313  
	Validation = MSE:450.349731 , RMSE:21.221445 , MAE:19.868965 , MAPD:98.439888, R_squared:-7.103612

2024-03-21 03:41:08,857 Epoch 39/300, Train Loss: 469.806997, Val Loss: 460.062401  
	Train = MSE:469.810516 , RMSE:21.675114 , MAE:20.298876 , MAPD:98.223281, R_squared:-7.132500  
	Validation = MSE:446.619446 , RMSE:21.133373 , MAE:19.774870 , MAPD:97.910127, R_squared:-7.036489

2024-03-21 03:41:11,472 Epoch 40/300, Train Loss: 465.967269, Val Loss: 456.256622  
	Train = MSE:465.967957 , RMSE:21.586290 , MAE:20.203993 , MAPD:97.699592, R_squared:-7.065985  
	Validation = MSE:442.851807 , RMSE:21.044044 , MAE:19.679377 , MAPD:97.372495, R_squared:-6.968694

2024-03-21 03:41:13,328 Epoch 41/300, Train Loss: 462.089655, Val Loss: 452.404343  
	Train = MSE:462.088715 , RMSE:21.496248 , MAE:20.107836 , MAPD:97.168516, R_squared:-6.998834  
	Validation = MSE:439.038269 , RMSE:20.953239 , MAE:19.582247 , MAPD:96.825644, R_squared:-6.900074

2024-03-21 03:41:16,557 Epoch 42/300, Train Loss: 458.183552, Val Loss: 448.506264  
	Train = MSE:458.171082 , RMSE:21.404932 , MAE:20.009659 , MAPD:96.625405, R_squared:-6.931019  
	Validation = MSE:435.179688 , RMSE:20.860960 , MAE:19.483475 , MAPD:96.269555, R_squared:-6.830642

2024-03-21 03:41:18,310 Epoch 43/300, Train Loss: 454.208700, Val Loss: 444.598671  
	Train = MSE:454.201385 , RMSE:21.312000 , MAE:19.910759 , MAPD:96.082548, R_squared:-6.862304  
	Validation = MSE:431.311890 , RMSE:20.768049 , MAE:19.383961 , MAPD:95.709284, R_squared:-6.761044

2024-03-21 03:41:20,682 Epoch 44/300, Train Loss: 450.224330, Val Loss: 440.645271  
	Train = MSE:450.210663 , RMSE:21.218168 , MAE:19.810389 , MAPD:95.528319, R_squared:-6.793223  
	Validation = MSE:427.398865 , RMSE:20.673628 , MAE:19.282763 , MAPD:95.139537, R_squared:-6.690633

2024-03-21 03:41:23,068 Epoch 45/300, Train Loss: 446.190536, Val Loss: 436.643967  
	Train = MSE:446.186401 , RMSE:21.123125 , MAE:19.708368 , MAPD:94.964930, R_squared:-6.723562  
	Validation = MSE:423.438751 , RMSE:20.577627 , MAE:19.179802 , MAPD:94.559863, R_squared:-6.619374

2024-03-21 03:41:24,959 Epoch 46/300, Train Loss: 442.108615, Val Loss: 432.623642  
	Train = MSE:442.117889 , RMSE:21.026600 , MAE:19.604927 , MAPD:94.394154, R_squared:-6.653136  
	Validation = MSE:419.459930 , RMSE:20.480721 , MAE:19.075796 , MAPD:93.974308, R_squared:-6.547780

2024-03-21 03:41:26,692 Epoch 47/300, Train Loss: 438.014402, Val Loss: 428.577080  
	Train = MSE:438.020905 , RMSE:20.928949 , MAE:19.500469 , MAPD:93.819021, R_squared:-6.582216  
	Validation = MSE:415.455444 , RMSE:20.382725 , MAE:18.970543 , MAPD:93.381723, R_squared:-6.475722

2024-03-21 03:41:28,498 Epoch 48/300, Train Loss: 433.892291, Val Loss: 424.486755  
	Train = MSE:433.900940 , RMSE:20.830290 , MAE:19.394217 , MAPD:93.231450, R_squared:-6.510899  
	Validation = MSE:411.407837 , RMSE:20.283192 , MAE:18.863558 , MAPD:92.779406, R_squared:-6.402890

2024-03-21 03:41:30,559 Epoch 49/300, Train Loss: 429.741625, Val Loss: 420.378761  
	Train = MSE:429.742157 , RMSE:20.730223 , MAE:19.286804 , MAPD:92.638961, R_squared:-6.438909  
	Validation = MSE:407.343018 , RMSE:20.182741 , MAE:18.755508 , MAPD:92.171072, R_squared:-6.329748

2024-03-21 03:41:32,603 Epoch 50/300, Train Loss: 425.542437, Val Loss: 416.236557  
	Train = MSE:425.563080 , RMSE:20.629181 , MAE:19.177883 , MAPD:92.037272, R_squared:-6.366569  
	Validation = MSE:403.244537 , RMSE:20.080950 , MAE:18.645927 , MAPD:91.554127, R_squared:-6.256000

2024-03-21 03:41:34,952 Epoch 51/300, Train Loss: 421.342228, Val Loss: 412.073036  
	Train = MSE:421.353241 , RMSE:20.526890 , MAE:19.067797 , MAPD:91.429285, R_squared:-6.293697  
	Validation = MSE:399.125305 , RMSE:19.978121 , MAE:18.535139 , MAPD:90.930383, R_squared:-6.181878

2024-03-21 03:41:39,010 Epoch 52/300, Train Loss: 417.118638, Val Loss: 407.892471  
	Train = MSE:417.117615 , RMSE:20.423458 , MAE:18.956453 , MAPD:90.814928, R_squared:-6.220376  
	Validation = MSE:394.989441 , RMSE:19.874342 , MAE:18.423233 , MAPD:90.300349, R_squared:-6.107457

2024-03-21 03:41:41,180 Epoch 53/300, Train Loss: 412.859247, Val Loss: 403.685074  
	Train = MSE:412.863068 , RMSE:20.319033 , MAE:18.843889 , MAPD:90.193882, R_squared:-6.146730  
	Validation = MSE:390.827301 , RMSE:19.769352 , MAE:18.309925 , MAPD:89.662422, R_squared:-6.032563

2024-03-21 03:41:42,892 Epoch 54/300, Train Loss: 408.581388, Val Loss: 399.462822  
	Train = MSE:408.582306 , RMSE:20.213419 , MAE:18.730091 , MAPD:89.566698, R_squared:-6.072630  
	Validation = MSE:386.650818 , RMSE:19.663439 , MAE:18.195518 , MAPD:89.018298, R_squared:-5.957411

2024-03-21 03:41:44,614 Epoch 55/300, Train Loss: 404.293530, Val Loss: 395.201683  
	Train = MSE:404.291840 , RMSE:20.107010 , MAE:18.614552 , MAPD:88.925568, R_squared:-5.998361  
	Validation = MSE:382.436066 , RMSE:19.555973 , MAE:18.079329 , MAPD:88.364149, R_squared:-5.881571

2024-03-21 03:41:46,416 Epoch 56/300, Train Loss: 399.968317, Val Loss: 390.947815  
	Train = MSE:399.963959 , RMSE:19.999100 , MAE:18.498377 , MAPD:88.286739, R_squared:-5.923445  
	Validation = MSE:378.228821 , RMSE:19.448107 , MAE:17.962597 , MAPD:87.706945, R_squared:-5.805866

2024-03-21 03:41:49,607 Epoch 57/300, Train Loss: 395.645669, Val Loss: 386.669830  
